Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Hur fick du reda på information om iZettle?,"2. 2. Hur nöjd är du i helhet med iZettle, på en skala 1 till 10?",3. 3. Hur sannolikt är det att du skulle rekommendera iZettle till en vän eller kollega?,"4.1. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Vår kommunikation (t.ex. om nya funktioner, tips och trick, kontouppdateringar)","4.2. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Utbetalningar","4.3. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Kortläsare","4.4. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Att ta betalt","4.5. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Att erbjuda kunder kvitton","4.6. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Kompatibilitet med tillbehör (t.ex. skrivare, ställ, streckkodsläsare osv.)

","4.7. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Kundsupport","4.8. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Det totala beloppet du kan acceptera per kortbetalning","4.9. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Transaktionsavgifter","4.10. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Ditt konto på my.izettle.com","4.11. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Försäljningsrapporter",5. 5. Vilka av följande produkter/tjänster/lösningar tror eller vet du att iZettle kan erbjuda småföretag?,,,,,,,,,,,6. 6. Vi vill alltid utvecklas och förbättra tjänsten för våra kunder. Ange nedan om det finns något du är missnöjd med:,7. 7. Vi vill alltid utvecklas och förbättra tjänsten för våra kunder. Ange nedan om det är någon funktion som du saknar idag:
2019-07-13 19:45:18 UTC,2019-07-13 19:47:24 UTC,completed,android,Chrome 75.0.3770.101,959861a0-86be-11e8-9215-c46b4ee23550,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),5,5,1,5,5,5,5,4,3,NA,2,4,4,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,Faktura,,Månadsavgift,Mer detaljerad lättare sätt att söka på avgifter och utbetalningar till bokföring
2019-07-15 18:14:17 UTC,2019-07-15 18:21:31 UTC,completed,ios,Safari 12.1.1,8d18bad8-602b-11e9-b5b0-d49bf15d1af0,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,7,7,4,5,5,5,3,4,3,3,3,2,1,Kortläsare,,,,,Kassaregister/Kassatillbehör,,,,Faktura,,"Jag saknar att kunna ta ut rapport för en viss period som passar mej, jag vill kunna ta ut rapport t.ex. den 2/7 - 11/7 när jag ska banka kontanter och dom vill veta hur mycket av dagskassan som har sålts med kort.","Som förra, att kunna ta ut rapport för en viss period"
2019-07-15 20:35:27 UTC,2019-07-15 20:46:24 UTC,completed,ios,Safari 12.1.1,4acad2ca-6039-11e9-9d9d-6c4a3f8b2a0a,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),9,10,5,4,4,4,5,4,5,5,3,4,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Jag skulle önska att ni byggde in en funktion där man kan ta betalt i euro och dollar. Med en direkt koppling till aktuell dagskurs. Jobbar man som jag med mycket utländska turister så är det vanligt att man får betalt i annan valuta. Dom flesta utländska besökarna har inte ens ett kort med sig. I övrigt är jag mycket nöjd med I-Zettle.,Som jag beskrev i punkt 6
2019-07-16 15:20:59 UTC,2019-07-16 15:22:43 UTC,completed,windows,Chrome 75.0.3770.100,b12a49a0-88ef-11e8-95f3-d6c250761582,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",10,10,4,4,4,5,5,NA,NA,5,4,5,5,Kortläsare,,,,,Kassaregister/Kassatillbehör,,,,Faktura,,Vet ej faktiskt,Ställ till läsaren
2019-07-16 18:29:16 UTC,2019-07-16 18:32:38 UTC,completed,ios,Safari 12.1.1,ec7b0d38-60fc-11e9-8851-33dd67bd36ea,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online-annonser,8,10,5,5,4,4,4,5,5,4,3,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,,,Faktura,,"Nöjd hittills, tack. Hoppas kunna ta del av mera efter sommarsäsongen.",Vet ej
2019-07-18 08:56:17 UTC,2019-07-18 08:58:44 UTC,completed,windows,Internet Explorer 11.0,6d051b90-89b4-11e8-84ed-b16a1bf2b90d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,YouTube,10,10,5,5,5,5,5,5,5,5,4,5,5,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,,,,,Faktura,,Inget.,Programvara för PC.
2019-07-19 18:16:07 UTC,2019-07-19 18:18:20 UTC,completed,android,Chrome 75.0.3770.143,49c52b9a-6369-11e9-b35f-60f40faa682b,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,10,10,4,5,5,5,5,5,5,3,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,,,Nej,Nej
2019-07-20 16:29:23 UTC,2019-07-20 16:31:47 UTC,completed,windows,Chrome 75.0.3770.142,f52d0700-8c19-11e8-9a8d-6ddcf6461270,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online-annonser,10,10,4,5,5,5,3,3,4,3,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,Förbättra unik design för kvittoskrivning,Som jag skrev
2019-07-20 22:32:46 UTC,2019-07-20 22:36:42 UTC,completed,ios,Safari 12.1.1,cf51e5c8-6409-11e9-b047-4d1e9c212b14,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,7,8,5,5,5,5,5,5,NA,5,2,5,4,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,Faktura,,.,Nej
2019-07-21 20:12:49 UTC,2019-07-21 20:15:46 UTC,completed,mac,Safari 12.1,efa5c42c-6533-11e9-b1ce-39bc9374b64b,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,8,NA,NA,5,5,5,5,2,NA,2,4,5,Kortläsare,,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,lite svårt att få bukt med lagersaldo,0
2019-07-22 16:35:46 UTC,2019-07-22 16:38:33 UTC,completed,ios,Safari 12.1.1,af7962f0-8d9d-11e8-951e-a394d436bd53,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,9,9,5,5,5,5,4,4,4,5,5,5,5,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,,,Finns inget idag,Inga
2019-07-22 18:19:17 UTC,2019-07-22 18:22:04 UTC,completed,windows,Microsoft Edge 17.17134,7811cd5a-65b7-11e9-be48-23939bb3e105,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",10,10,4,5,5,5,5,4,3,4,3,4,4,Kortläsare,,,,,,,,,,,Är nöjd!,Är nöjd!
2019-07-23 18:09:04 UTC,2019-07-23 18:12:51 UTC,completed,mac,Safari 12.1.1,8b65ad90-8e4e-11e8-b4aa-9eba309ff2e6,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,10,10,4,5,5,5,5,5,NA,NA,4,5,4,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,Faktura,,Inget,ingen
2019-07-24 07:52:38 UTC,2019-07-24 07:57:05 UTC,completed,ios,Safari 12.1.1,671950e0-8e8f-11e8-8f59-afbe560eeb2e,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,9,3,5,5,5,5,4,4,5,3,4,4,Kortläsare,,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,Nej,Koppling till Speedledger
2019-07-24 15:55:36 UTC,2019-07-24 16:02:41 UTC,completed,mac,Chrome 75.0.3770.142,dd86dee0-8f1c-11e8-8caa-75d6d35e57e1,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,blev rekommenderad,10,10,5,5,5,5,5,NA,5,5,5,5,5,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,,,,,Faktura,,"vi är ett litet bed & breakfast och har inte så stor omsättning, just nu fungerar er
tjänst perfekt för oss",vi saknar inget
2019-07-25 06:29:07 UTC,2019-07-25 06:30:43 UTC,completed,windows,Chrome 75.0.3770.142,de3e492c-66c1-11e9-b340-61da0b28f95c,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),10,10,5,5,5,5,5,NA,NA,5,4,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,,,.,Saknar inget
2019-07-26 07:33:02 UTC,2019-07-26 07:37:13 UTC,completed,windows,Chrome 74.0.3729.169,a3516630-9059-11e8-947b-e54ba482ce7e,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",9,9,3,5,5,5,5,NA,5,NA,1,4,NA,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,Detta kan redan fungera. Men när jag gör betallänkar så är själva betalsidan på svenska. Vi har kunder från många länder så om det gick att göra den på engelska med. Eller så kanske det fungerar redan genom att känna igen språk på devicen.,Kommer inte på någon nu
2019-07-29 09:19:45 UTC,2019-07-29 09:24:36 UTC,completed,windows,Chrome 75.0.3770.142,7f754b58-6a85-11e9-b4a7-a63aff3f051e,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,8,4,4,5,5,3,NA,NA,4,4,4,4,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,,,Vet inget speciellt,Inget
2019-07-30 15:19:00 UTC,2019-07-30 15:21:59 UTC,completed,android,Chrome 75.0.3770.143,ae92e320-93f6-11e8-9d0b-c16043686ec9,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,5,5,3,1,2,4,5,3,2,2,1,3,4,Kortläsare,,Lagerhanteringverktyg,,,,,,,,,"Alldeles för höga avgifter på kortbetalning, vi går över till swish som har en fast avgift istället",Sänk avgifterna
2019-07-30 18:41:46 UTC,2019-07-30 18:44:11 UTC,completed,android,Chrome 75.0.3770.101,a498f654-6c25-11e9-a691-b35ae90d2b09,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online-annonser,8,8,4,4,4,4,4,4,4,3,4,4,4,Kortläsare,,,,,,,,,,,Jag vill SDK för Android! Har tjatat i flera år nu... Mvh // Björn Hammarskjöld 0703-383333 Kontakta mig gärna!!!!,Se föregående svar.
2019-07-31 11:03:58 UTC,2019-07-31 11:09:31 UTC,completed,ios,Safari 12.1.1,979d3cc0-6be5-11e9-9602-e74791a9c606,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,10,10,4,5,5,5,3,NA,NA,NA,4,5,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,,Att man inte manuellt kan slå in tex 2 x 275 under en kundgrupp om man har flera produkter med samma summa.,Vet ej
2019-07-31 16:24:20 UTC,2019-07-31 16:26:27 UTC,completed,ios,Safari 12.1.1,d8299fb0-9493-11e8-ad64-fa518a784fd3,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,10,10,5,4,5,5,5,NA,5,5,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,,Tycker allt funkar bra som det är!,Inget
2019-08-01 19:46:34 UTC,2019-08-01 19:49:03 UTC,completed,ios,Safari 12.1.1,e2132916-6d72-11e9-b2e0-98fa5a77fe4e,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,8,8,5,3,4,4,4,NA,4,4,3,4,5,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,.,.
2019-08-02 04:48:42 UTC,2019-08-02 04:51:46 UTC,completed,windows,Chrome 75.0.3770.142,c2504380-9581-11e8-a9b3-5ce3ca98c909,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,10,10,3,3,5,5,3,NA,2,4,2,4,4,,,,,,,,Bokföringsverktyg/Bokföringstjänst,,,,uppkoppling,tycker att det är bra.
2019-08-03 05:47:00 UTC,2019-08-03 05:48:52 UTC,completed,ios,Safari 12.1.1,b716fb10-95a1-11e8-9b6a-8416e00ae2f4,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,8,8,4,5,5,5,NA,NA,NA,NA,3,4,5,Kortläsare,,,,,Kassaregister/Kassatillbehör,,,,Faktura,,Na,Na
2019-08-03 15:23:16 UTC,2019-08-03 15:30:14 UTC,completed,ios,Safari 12.1.1,ee59c130-9744-11e8-af9f-afcf16b05337,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,8,3,4,4,5,3,2,4,3,3,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Önskemål att kunna ha ange en procentsats + eller - på totalbeloppet.,
2019-08-04 12:19:47 UTC,2019-08-04 12:23:07 UTC,completed,ios,Chrome 75.0.3770.103,e7e075aa-6f2b-11e9-a697-0c75b6ff112d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",9,10,4,5,5,5,5,5,NA,5,2,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,,Som småföretagare känns det ibland lite dyrt,Ingen som jag kommer på
2019-08-04 18:27:19 UTC,2019-08-04 18:29:31 UTC,completed,ios,Safari 12.1.2,a00ace4e-701e-11e9-b7c3-4c3c8cb1e6c6,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,5,5,3,3,3,3,3,3,3,3,2,3,3,,,,,,,,,,,Inget av ovanstående alternativ,Inget,Nej
2019-08-04 18:50:10 UTC,2019-08-04 18:52:53 UTC,completed,windows,Chrome 75.0.3770.142,a3949aca-6ff3-11e9-b6f9-fc14a3d4aa1b,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online-annonser,7,9,3,3,5,5,4,NA,NA,NA,1,5,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,,,Faktura,,Transaktionsavgifter är för hög,Inget
2019-08-04 19:46:13 UTC,2019-08-04 19:48:44 UTC,completed,mac,Safari 12.1.1,692a5efa-6fc7-11e9-a5ed-0c7589b9de01,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),10,10,4,5,5,5,5,5,4,NA,4,5,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,inget direkt.,ingen
2019-08-05 07:37:35 UTC,2019-08-05 07:40:05 UTC,completed,mac,Safari 12.1.1,a9ef3360-9661-11e8-8f4d-539a390b0223,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,8,8,3,1,4,4,4,4,2,4,1,3,5,Kortläsare,,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,mindre avgifter,Personal schemaläggning
2019-08-06 07:26:23 UTC,2019-08-06 07:29:12 UTC,completed,windows,Chrome 75.0.3770.142,d31f1034-6cfd-11e9-bf85-8a0d81a3a921,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,10,10,5,5,5,5,5,NA,NA,5,4,5,5,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,Faktura,,är jättenöjd funkar klockrent snabbt och smidigt,nej
2019-08-06 08:25:05 UTC,2019-08-06 08:28:31 UTC,completed,ios,Safari 12.0,11097a18-70b1-11e9-b1d8-3887f926aed0,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,8,10,4,5,5,5,3,1,4,3,3,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Felaktig information vid köp av ny kortläsare. (Reader 2),Inte vad jag kommer på
2019-08-06 10:47:52 UTC,2019-08-06 10:55:08 UTC,completed,ios,Safari 12.1.1,3a543c60-7105-11e9-b0d1-c427ca1bb6a2,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,2,1,2,4,4,4,4,4,1,4,2,3,4,Kortläsare,,,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,"Ytterst missnöjd med er hantering av den kvittoskrivare jag beställt  av er. 
Bristfällig eller ingen information ang lev statys dålig kunskap i er suportgrupp. Definitivt ingen ordning på transaktioner och leveranser. 
Fredrik Hedin 0709687083",Byt rutiner
2019-08-08 09:37:49 UTC,2019-08-08 09:40:33 UTC,completed,android,Chrome 75.0.3770.101,b4a2bee6-6ca6-11e9-a9f9-e5fdb6fc7833,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,2,2,2,3,1,2,2,1,2,1,2,2,3,Kortläsare,,,,,,,,,,,.,.
2019-08-08 11:23:27 UTC,2019-08-08 11:26:33 UTC,completed,ios,Safari 12.1.1,860b0cb0-9a37-11e8-bb4a-d4c6075436bc,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),10,10,5,5,5,5,1,5,5,5,1,5,5,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Om man tar emot en betalning via swish borde mobilnumret komma upp automatiskt i rutan där man skicka sms-kvitto.,
2019-08-09 07:15:22 UTC,2019-08-09 07:21:16 UTC,completed,android,Chrome 67.0.3396.87,1723a160-9a12-11e8-8d2e-31ea3451d931,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,10,5,5,NA,5,5,4,5,4,5,5,5,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,Än så länge är jag nöjd kund.,"I min lilla inredningsbutik är det inget som saknas. Ännu, vill jag tillägga."
2019-08-09 11:32:22 UTC,2019-08-09 11:34:17 UTC,completed,windows,Firefox 68.0,429b39d4-7207-11e9-a5a1-ac24befdef74,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),10,10,4,5,5,5,5,NA,NA,5,5,5,5,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,,,Nej verkligen inte,kan inte komma på någon
2019-08-11 13:23:24 UTC,2019-08-11 13:32:09 UTC,completed,ios,Safari 13.0,09423d30-9cc0-11e8-937b-2d9efacfe646,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",7,2,2,1,3,5,5,5,4,5,2,1,1,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,,,"Z rapport utseende och innehåll. Felaktigheter i z vid makulering. Backoffice appen som inte går att använda. Att avgiften dras på varje transaktion. Kassör kan inte göra z rapport, måste vara administratör. Produkterna i kassan går inte att sortera. Försäljningsrapporter som mailas är felaktiga. Svårt att följa försäljning mot utbetalning",Backoffice appen ska fungera
2019-08-11 15:30:40 UTC,2019-08-11 15:34:00 UTC,completed,android,Chrome 67.0.3396.87,0ee2fc70-9d88-11e8-8dc7-88b837aef1df,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),7,7,4,4,5,5,2,3,3,4,2,4,3,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Tycker avgiften är lite för mycket,Det jag använder den till funkar bra
2019-08-12 15:25:25 UTC,2019-08-12 15:31:32 UTC,completed,windows,Chrome 76.0.3809.100,e6ea47e0-9e3c-11e8-b19c-fd2290d8c5ad,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),8,10,5,5,5,5,NA,NA,NA,NA,4,3,3,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,,,"Att man själv kan välja hur ofta kassarapporten ska skickas till Fortnox, vill ha 1 ggr per vecka eller 1ggr per månad (inte varje dag).","Lättare att ta ut rapport om utbetalningen uppdelat på avgift, netto och brutto summa."
2019-08-12 15:55:30 UTC,2019-08-12 16:01:22 UTC,completed,windows,Chrome 75.0.3770.142,0ade7702-758d-11e9-bd1f-a1f9666d0332,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,9,10,3,4,4,5,2,NA,NA,3,1,3,3,Kortläsare,,,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,påtala vikten att automatbokföra kassarapporten så man slipper revisorkostnaden. I slutändan tjänar kunden på det m man har många försäljningsdagar.,?
2019-08-13 16:56:13 UTC,2019-08-13 16:59:50 UTC,completed,ios,Safari 12.1.1,6fd084f0-9f1b-11e8-84b9-213272435515,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,8,8,4,5,4,4,4,4,4,4,4,4,4,,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Min försäljning. Måste nog upphöra med verksamheten i december.,Inget
2019-08-14 06:37:58 UTC,2019-08-14 06:43:02 UTC,completed,windows,Chrome 76.0.3809.100,6987df40-70ca-11e9-81c2-436ae64cb8d7,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,10,10,5,5,5,5,NA,NA,5,5,NA,5,5,Kortläsare,,,,,,,,,,,inget,inget
2019-08-14 16:03:13 UTC,2019-08-14 16:07:43 UTC,completed,ios,Safari 12.1.2,93ee6010-9fb5-11e8-8549-a0f1d403bdcc,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),7,7,3,3,4,4,3,3,3,1,1,3,3,,,,,,Kassaregister/Kassatillbehör,,,,,,"För höga avgifter per kortbetalning!!!
Mina kunder ska helst betala med swish","Att kunna skicka kvittokopia vis sms och inte bara via Mail
Många äldre kunder har ingen mail"
2019-08-14 19:28:38 UTC,2019-08-14 19:32:34 UTC,completed,windows,Chrome 76.0.3809.100,6f632240-9fcd-11e8-9079-330b820d4b6a,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),9,9,5,5,5,5,5,5,5,5,5,5,5,Kortläsare,Kassasystem/Point-of-sale system,,,,,,,,,,Inget,Inte vad jag vet
2019-08-16 18:16:17 UTC,2019-08-16 18:28:06 UTC,completed,android,Chrome 76.0.3809.111,fc49b4e6-797d-11e9-a841-ed094f0778db,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sociala medier,9,8,NA,5,5,5,4,3,4,4,4,3,3,Kortläsare,,,,,,,,,,,"Jag är väldigt nöjd med izettle. Men jag vill ha ett enklare sätt att skriva ut kupongerna för min egen administration. Nu måste jag skicka ett e-postmeddelande till mig själv och sedan skriva ut det via en länk i posten.  Och det per kvitto ... det tar mycket tid.
Tack tack",se tidigare svar
2019-08-17 20:13:51 UTC,2019-08-17 20:16:36 UTC,completed,android,Chrome 75.0.3770.143,c8bc2816-7a54-11e9-b560-132dda72399d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,8,8,4,5,3,5,NA,NA,NA,NA,3,4,4,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,,,Att appen slår ifrån & det är svårt att få mobil & izettle att få kontakt. Kan hända flera gånger varje dag.,Nej
