Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Wie haben Sie von iZettle gehört?,"2. 2. Wie zufrieden sind Sie insgesamt mit iZettle, auf einer Skala von 1 bis 10?","3. 3. Wie wahrscheinlich ist es, dass Sie iZettle einem Freund oder Kollegen weiterempfehlen werden?","4.1. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: dem Kartenleser","4.2. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unserer Kommunikation (z.B. betreffend neuer Funktionen, Tipps & Tricks, Updates)","4.3. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unseren Transaktionsgebühren","4.4. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: dem Transaktionslimit pro Kartenzahlung","4.5. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: dem Quittungsversand an Ihre Kunden","4.6. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: der Annahme von Zahlungen","4.7. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unseren Überweisungen","4.8. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unserer Verkaufsübersicht, Excel / PDF Berichte","4.9. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unserem Kundenservice","4.10. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: der Kompatabilität mit Zubehör (z.B. Drucker, Ständer, Scanner, etc.)","4.11. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: Ihrem Nutzerkonto auf my.iZettle.com","5. 5. Welche der folgenden Produkte, Services bzw. Lösungen für kleine Unternehmen bietet iZettle Ihres Wissens oder Ihrer Meinung an?",,,,,,,,,,,"6. 6. Wir suchen immer nach Wegen, unseren Dienst für unsere Kunden zu verbessern. Bitte teilen Sie uns mit, ob es
etwas gibt, mit dem Sie besonders unzufrieden sind:","7. 7. Wir suchen immer nach Wegen, unseren Dienst für unsere Kunden zu verbessern. Bitte teilen Sie uns mit, ob es eine Funktionalität gibt, die Ihnen bei unserem Dienst derzeit fehlt:"
2019-08-08 17:47:22 UTC,2019-08-08 17:51:52 UTC,completed,windows,Chrome 75.0.3770.142,62704d50-9ae7-11e8-b710-58f48e51475b,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Soziale Medien,10,10,5,5,5,5,5,5,5,5,5,5,5,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,,Point-of-Sale-System,,,Alles gut!,Table management/split bill on current subscription
2019-08-08 21:30:50 UTC,2019-08-08 21:33:28 UTC,completed,windows,Microsoft Edge 18.17763,2e1451a0-997f-11e8-a5a8-883f1b2f4bc3,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,4,5,4,2,4,5,5,5,5,5,5,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,Tools zur Bestandsverwaltung,,Zur Zeit gibt es nichts.,Mir fällt keine ein.
2019-08-09 06:19:10 UTC,2019-08-09 06:22:35 UTC,completed,ios,Safari 12.1.1,28453ff0-9ae7-11e8-a3fb-50b94a13eb7e,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),9,9,4,4,2,NA,5,4,5,4,NA,NA,NA,,,,,,,,,,,Keine der genannten,Die Gebühren für Kreditkartenzahlungen sind zu hoch,.
2019-08-09 09:02:19 UTC,2019-08-09 09:19:23 UTC,completed,windows,Firefox 68.0,dd8da360-730f-11e9-b4c2-0a68f6633dda,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),10,10,5,4,2,NA,5,5,5,5,NA,NA,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,Tools zur Bestandsverwaltung,,"kann ich noch nicht sagen, dafür nutze ich Izettle zu kurz",weiß ich noch nicht
2019-08-09 12:34:10 UTC,2019-08-09 12:37:30 UTC,completed,windows,Firefox 68.0,6a5b2e70-9b11-11e8-8fbf-57f2d8d0d4ee,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,5,3,4,4,5,5,5,5,4,NA,NA,,,,,Kartenleser,,,,,,,alles super,
2019-08-09 15:18:01 UTC,2019-08-09 15:20:40 UTC,completed,ios,Safari 12.1.1,b80af580-9bd7-11e8-b291-f4ad1ed5efc3,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,9,10,4,3,3,5,4,4,4,3,NA,1,4,,,,,,,,,,,Keine der genannten,Nein,Nicht
2019-08-09 15:34:42 UTC,2019-08-09 15:38:20 UTC,completed,ios,Safari 12.1.1,e74dc170-9bc7-11e8-a024-2508012d667f,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,5,NA,3,NA,5,5,5,5,5,NA,5,,,,,Kartenleser,,,,,,,Der Ladekabel für den Kartenleser auf ein Standard machen. Nur ein Kleinigkeit,Kein
2019-08-11 09:51:38 UTC,2019-08-11 09:54:12 UTC,completed,windows,Firefox 68.0,3ae2ed00-9c05-11e8-8c70-25bf92d3085f,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,4,3,4,4,NA,5,5,NA,4,NA,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,,,,,Passt alles,Passt alles
2019-08-11 10:49:10 UTC,2019-08-11 10:52:19 UTC,completed,ios,Safari 12.1.2,c47aac14-74f5-11e9-a9f6-341cd3b1ef7f,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,8,7,4,4,2,4,2,4,4,4,4,4,4,Software-Erweiterungen für Treueprogramme und CRM,,,,,,,Rechnungsstellung,,,,"Alles in Ordnung, habe keine Beanstandungen","wüsste momentan nicht, was noch fehlen sollte"
2019-08-11 17:18:35 UTC,2019-08-11 17:22:47 UTC,completed,mac,Safari 12.1.1,48c9cbf0-9d27-11e8-8ee5-ddbc418d1548,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Soziale Medien,9,9,5,3,3,3,3,5,3,4,3,3,4,,,,,Kartenleser,,,,,,,Der Abschaffungspreis für den Drucker könnte gerade für Vielnutzer etwas preiswerter angeboten werden,Viele Grüße
2019-08-12 07:33:55 UTC,2019-08-12 07:38:16 UTC,completed,windows,Chrome 76.0.3809.100,432fcf80-9d88-11e8-83b1-5492a4d893f7,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,4,5,5,4,5,5,4,5,1,5,,,,,Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,,,Die Quittungsdrucker sind sehr teuer!,Keine
2019-08-12 11:14:27 UTC,2019-08-12 11:23:35 UTC,completed,windows,Firefox 68.0,0c5f48e0-98d4-11e8-8f7c-ae87258927dd,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,4,5,5,5,5,5,5,5,5,NA,5,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,,,Bei Zahlungen kann ich die e-Mail des Kunden nicht abspeichern und muss sie jedesmal neu eingeben,Nein
2019-08-12 14:26:04 UTC,2019-08-12 14:30:14 UTC,completed,ios,Safari 12.1.2,9612a054-7593-11e9-b016-c902f1c3b03f,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,5,5,5,5,4,5,NA,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,,,'-,Wochen-Abrechung auf ein PDF sonst hat man immer 5 Mails pro Woche und PDF. 1 ganze Woche auf einer Abrechnung als PDF wäre schön
2019-08-12 15:00:30 UTC,2019-08-12 15:02:56 UTC,completed,android,Chrome 67.0.3396.87,39ffe3fe-73d5-11e9-8a92-e262cf551c43,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,4,4,4,4,5,5,5,5,NA,5,,,,,Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,,,Nein,Bisher ist uns Nichts aufgefallen.
2019-08-12 15:57:43 UTC,2019-08-12 16:12:02 UTC,completed,windows,Firefox 68.0,58fc033e-756d-11e9-84ca-a018ada1fafa,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),7,7,5,NA,3,3,NA,4,5,4,4,3,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,,,haben I-Zettle noch nicht so lange.,Pfand Rückgabe
2019-08-12 17:54:00 UTC,2019-08-12 17:56:08 UTC,completed,ios,Safari 12.1.1,435baf50-9e29-11e8-9ee4-e3098c2aacb7,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,4,2,5,5,5,5,5,NA,NA,5,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,,,Nichts,Nichts
2019-08-13 07:08:31 UTC,2019-08-13 08:25:22 UTC,completed,windows,Chrome 76.0.3809.100,8409f1f0-9baa-11e8-b095-7f68797bb624,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,4,5,4,5,5,5,5,5,NA,4,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,Manchmal verbindet sich der Kartenleser erst beim zweiten Mal mit der App.,'-
2019-08-13 07:48:37 UTC,2019-08-13 07:54:19 UTC,completed,ios,Safari 12.0,15afc550-9e60-11e8-bc52-095747d909ac,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online Werbung,10,10,5,3,3,3,5,5,5,3,5,3,3,,,,,Kartenleser,,,,,,,"Unzufrieden würde ich nicht sagen, ich nutze nur das Kartenlesegerät, deshalb kann ich keine anderen Aussagen treffen. Hier würde ich mir nur wünschen, dass ein Name bei der ÜW auftaucht, damit dies besser zugeordnet werden kann.",Im vorherigen Bild beschrieben!
2019-08-13 14:59:16 UTC,2019-08-13 15:02:19 UTC,completed,linux,Chrome 76.0.3809.87,d3e7b9a4-763e-11e9-ad66-7be4a0a8e8d6,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online Werbung,8,8,5,4,2,NA,5,5,5,NA,NA,5,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,,Point-of-Sale-System,,,"Girocards mit V Pay werden als Visa Electron Karten behandelt, was wesentlich höhere Gebühren bedeutet. Das ist nicht nachvollziehbar",.
2019-08-13 18:26:53 UTC,2019-08-13 18:31:51 UTC,completed,linux,Firefox 68.0,13710db8-7645-11e9-8b8b-4a3f969dc47c,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,7,8,4,4,3,3,NA,4,NA,NA,NA,NA,3,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,,Rechnungsstellung,,,,"Leider sagt mein Kartenleser manchmal 
Fehler im Warenkorb 
und ich weiß nicht was dieses bedeutet.","Die Monatszahlungsübersicht zum ausdrucken fehlt mir, ich bekomme es nicht auf ein Format A4"
2019-08-14 05:40:18 UTC,2019-08-14 05:55:01 UTC,completed,windows,Chrome 75.0.3770.100,055383ae-7704-11e9-a137-9e851790f3d4,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,9,9,5,4,5,4,5,5,5,5,5,4,4,,,,,Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,,,momentan nichts bekannt,momentan nichts
2019-08-15 08:26:05 UTC,2019-08-15 08:30:13 UTC,completed,windows,Chrome 76.0.3809.100,84e07e10-9fd7-11e8-b51c-ff13b334153a,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Beim Apple Händler angeboten worden,10,10,5,3,3,NA,4,4,5,5,5,5,5,,,,,Kartenleser,,,,,,,"Ich würde es gerne mehr einsetzten, aber wir arbeiten meistens auf Rechnung. Das Gerät ist TOP die Handhabung auch, somit gibt es nichts zu bemängeln.",Keine Ahnung
2019-08-15 16:21:22 UTC,2019-08-15 16:25:18 UTC,completed,ios,Safari 12.1.2,09242300-a093-11e8-ac48-c0bc7e0f19d0,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, Ich habe etwas mit iZettle bezahlt oder jemand anderen dabei zugesehen,8,10,5,5,5,5,3,4,NA,3,NA,4,4,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,Tools zur Bestandsverwaltung,,Die Bestandsverwaltung hat sich bezüglich verschiedener Größen geändert. Das ist jetzt unkomfortabler,"Verknüpfung mit anderen Bezahlmethoden, z.B. PAYPAL
Einbettung der Bestandsverwsltung, Bezahlung und Idealerweise Bestellung auf unserer Homepage"
2019-08-16 14:28:18 UTC,2019-08-16 14:30:01 UTC,completed,mac,Firefox 68.0,efbe0612-786c-11e9-9ca3-79c428abb65e,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),9,10,5,NA,5,NA,NA,5,5,5,NA,NA,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,Rechnungsstellung,Point-of-Sale-System,,,Nein,Nein
2019-08-17 10:30:24 UTC,2019-08-17 10:33:14 UTC,completed,android,Chrome 76.0.3809.111,c8ffb720-a11f-11e8-ba9b-07a7220ace06,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,5,4,4,NA,NA,5,5,3,NA,NA,4,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,,,,,,Nichts zu bemängeln,Nichts zu bemängeln
2019-08-18 18:17:32 UTC,2019-08-18 18:20:32 UTC,completed,android,Chrome 67.0.3396.87,045e5e3c-7acf-11e9-b383-48109910f401,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,5,5,5,5,3,3,5,5,5,5,5,5,,,Geschäftsfinanzierung,,,,,,,,,Ok,Ok
2019-08-18 18:35:07 UTC,2019-08-18 18:40:12 UTC,completed,android,Chrome 67.0.3396.87,314a4188-7adc-11e9-8049-77f20aee6a2a,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,8,8,5,3,3,4,3,5,4,4,4,NA,4,,,,,Kartenleser,,,,,,,Bis her nichts.,Noch nicht
2019-08-18 18:36:07 UTC,2019-08-18 18:42:49 UTC,completed,windows,Microsoft Edge 17.17134,83f1845a-7b09-11e9-8109-a0117ad6c305,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),9,10,5,3,3,NA,5,5,5,4,4,NA,4,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,Rechnungsstellung,Point-of-Sale-System,,,"Es sollte die Möglichkeit geben Artikel Anzulegen, zu bestimmten Artikelgruppen hinzuzufügen und das ganze auch noch mit Farbe zu hinterlegen. Zudem sind die möglichen Farben doch etwas wenig. So kann man nur6 oder 7 verschiedene verwenden. Da wäre mehr besser",.
2019-08-18 19:02:40 UTC,2019-08-18 19:05:00 UTC,completed,android,Chrome 76.0.3809.111,eba8d226-7b07-11e9-95e0-475ccc4a611d,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),9,10,4,NA,4,NA,2,4,5,5,NA,NA,NA,,,,,Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,Tools zur Bestandsverwaltung,,Abbuchungsbetreff auf dem jeweiligen Kontoauszug des Käufers,kA
2019-08-19 06:03:37 UTC,2019-08-19 06:07:09 UTC,completed,windows,Chrome 76.0.3809.100,5579d5d0-a2ad-11e8-92ea-dd97a924a683,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,8,8,5,5,5,5,5,5,5,4,NA,NA,4,,,,,Kartenleser,,,,,,,"Das Hinzufügen von Produkten, Eigenschaften ist zu wenig flexibel. Neben den Hauptprodukt mit Art, Eigenschaft, etc möchte ich zustätzlich noch Einzeloptionen eingeben können (so wie dies auch im alten Produkte hinzufügen System möglich war).",sdf
2019-08-19 07:30:17 UTC,2019-08-19 07:33:22 UTC,completed,android,Chrome 67.0.3396.87,a5c5f170-7964-11e9-ab2f-54d526a6ea2f,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,9,10,5,5,4,4,5,5,5,5,4,5,5,,,Geschäftsfinanzierung,,Kartenleser,Buchhaltungs-Tools,,Rechnungsstellung,,,,Schnelle Überweisungen des Geldes,Keine
2019-08-19 09:04:52 UTC,2019-08-19 09:08:20 UTC,completed,ios,Safari 12.1.2,60a76208-7a19-11e9-ab28-a6a54426a30b,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),10,10,5,NA,3,3,4,5,5,5,3,5,5,,,,,,Buchhaltungs-Tools,,,,,,Im großen und ganzen bin ich sehr zufrieden und habe das bekommen was ich erwartet habe.,Alles super
2019-08-19 16:05:52 UTC,2019-08-19 16:08:19 UTC,completed,android,Chrome 76.0.3809.111,b4182a50-a394-11e8-ad0b-6d0bcaa2ac15,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),8,9,4,5,3,NA,4,5,5,5,5,NA,4,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,Tools zur Bestandsverwaltung,,Stammdaten Pflege im Portal und das man nur spezielle Drucker ansteuern kann und nicht die vorhandenen benutzen kann.,Nein
2019-08-20 13:38:37 UTC,2019-08-20 13:42:14 UTC,completed,android,Chrome 76.0.3809.111,3b75d860-a3bf-11e8-be11-01a1e35c49fd,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online Werbung,8,8,5,3,5,4,4,5,5,5,4,NA,5,,,Geschäftsfinanzierung,,Kartenleser,,,Rechnungsstellung,,,,Im Moment nicht,Was ich brauche habe ich
2019-08-20 16:12:44 UTC,2019-08-20 16:14:44 UTC,completed,windows,Chrome 76.0.3809.100,ecbe0420-a48d-11e8-a4c8-67d54e6e707e,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,5,4,4,NA,NA,5,5,5,NA,NA,4,,,,,Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,,,nein,nein
2019-08-20 18:11:13 UTC,2019-08-20 18:13:24 UTC,completed,ios,Safari 12.1.1,dd507560-a440-11e8-b120-e45cd46d4034,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,7,7,4,4,5,5,4,4,4,4,3,3,4,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",,,,,,,,Nein,Nein
2019-08-20 18:22:15 UTC,2019-08-20 18:24:52 UTC,completed,android,Firefox 68.0,57520ef0-a473-11e8-acf3-30fbb54f4148,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,3,4,5,5,3,5,5,5,4,NA,5,,,,,Kartenleser,,,,,,,Nein,Kassen bindung
2019-08-20 18:25:46 UTC,2019-08-20 18:28:24 UTC,completed,ios,Safari 12.1.2,52fc6410-a4ad-11e8-aad5-c6654a692c1b,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,5,5,5,5,5,5,5,5,5,5,5,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,..,..
2019-08-20 18:31:29 UTC,2019-08-20 18:34:45 UTC,completed,ios,Safari 12.1.2,b5343d8a-7c6e-11e9-91fe-607ae81927a3,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),9,10,5,4,3,4,5,5,5,4,NA,5,4,,Tools für das Personalmanagement,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,Tools zur Bestandsverwaltung,,Alles bestens,Gibt nichts
2019-08-20 18:34:59 UTC,2019-08-20 18:37:20 UTC,completed,ios,Safari 12.1.2,cfb1c9cc-7cb7-11e9-946a-7446e260d7f1,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,3,3,3,5,4,5,4,4,4,,,,,,Buchhaltungs-Tools,,,,,Keine der genannten,Nein danke,Nein
2019-08-20 20:06:33 UTC,2019-08-20 20:10:24 UTC,completed,mac,Safari 12.1.2,f59037fa-7c8f-11e9-bd7a-35b730d9de02,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,9,10,3,4,4,5,NA,4,5,3,5,5,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,Tools zur Bestandsverwaltung,,Drucker ohne Thermo-Papier wären nicht schlecht. Eine Einbindung von einer Kundenkopie im Druck wäre toll. So muss ich immer über Quittungen und dann noch mal drucken gehen.,Automatische Kopie vom Kundenbeleg.
2019-08-21 06:38:36 UTC,2019-08-21 06:41:00 UTC,completed,windows,Microsoft Edge 18.17763,dd507560-a440-11e8-b120-e45cd46d4034,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),9,9,4,4,5,4,4,4,4,4,4,4,4,,,,,Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,Tools zur Bestandsverwaltung,,Keine Probleme,Nein
2019-08-21 15:35:22 UTC,2019-08-21 15:39:27 UTC,completed,windows,Firefox 68.0,ead89e10-a558-11e8-a38f-c9073a6b5e1e,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),9,9,3,2,2,NA,NA,5,5,4,5,3,4,,,,,Kartenleser,Buchhaltungs-Tools,,,,,,Keine Angabe,"Es gibt sporadische Verbindungsprobleme über bluetooth.
Ausserdem soll ich immer die Standorterkennung aktivieren. Wofür bitte?"
2019-08-21 16:28:56 UTC,2019-08-21 16:34:13 UTC,completed,ios,Safari 12.1.2,323414b0-a554-11e8-8dd4-adb3c864d0d6,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),7,6,4,3,3,3,4,4,4,2,3,3,3,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,,Point-of-Sale-System,,,"Auf dem zbon oder der online Ansicht fehlt eine Aufführung der täglichen Kartentransaktionen, getrennt nach MwSt-Sätzen. Diese müssen für die Eintragung in das Kassenbuch täglich mühsam herausgerechnet werden. 
Ideal wäre ein automatisch geführtes Kassenbuch von izettle!!!","Auf dem zbon oder der online Ansicht fehlt eine Aufführung der täglichen Kartentransaktionen, getrennt nach MwSt-Sätzen. Diese müssen für die Eintragung in das Kassenbuch täglich mühsam herausgerechnet werden. 
Ideal wäre ein automatisch geführtes Kassenbuch von izettle!!!"
2019-08-21 16:38:10 UTC,2019-08-21 16:45:33 UTC,completed,windows,Firefox 68.0,3980c730-a514-11e8-bb8a-504854a8521b,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),8,8,4,3,4,4,3,5,5,1,2,3,3,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,"Es ist schwierig, eigene Belege für die Umsätze zu finden. Der Export in Excel ist wenig hilfreich. Ich brauche die Möglichkeit, die Umsätze auf einfache Weise mit dem Kommentar, den ich in die App für den Umsatz eingegeben habe, nachzuvollziehen.",Bessere Dokumentation für die Buchhaltung.
