Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. ¿Cómo conociste sobre iZettle?,"2. 2. En general, ¿cuál es tu grado de satisfacción con iZettle?",3. 3. ¿Qué tan probable es que recomiendes iZettle a tus amigos o colegas?,"4.1. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Atención al cliente","4.2. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Informes de ventas","4.3. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Importe total que puedes aceptar en cada pago con tarjeta","4.4. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Comisiones de pago","4.5. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Ofrecerles a tus clientes un recibo","4.6. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Lector de tarjetas","4.7. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Esfuerzo comunicativo (por ejemplo, sobre nuevas características o versiones de iZettle, consejos y trucos, actualizaciones de la cuenta)","4.8. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Depósitos","4.9. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Compatibilidad con accesorios (por ejemplo, impresoras, soportes, lectores de códigos de barras, etc.)","4.10. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Tu cuenta en my.izettle.com","4.11. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Aceptación de pagos","5. 5. Por lo que sabes, ¿cuáles de los siguientes productos, servicios o soluciones puede ofrecer iZettle a los pequeños negocios?",,,,,,,,,"6. 6. Siempre intentamos ampliar y mejorar el servicio que ofrecemos a nuestros clientes. Por favor, explica a continuación si hay algo que te disguste especialmente:","7. 7. Siempre intentamos ampliar y mejorar el servicio que ofrecemos a nuestros clientes. Por favor, explica a continuación si echas en falta alguna característica en nuestro servicio:"
2019-08-12 02:47:00 UTC,2019-08-12 02:52:39 UTC,completed,android,Chrome 76.0.3809.89,c9e04610-719e-11e8-9c45-7d4890083c99,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Un promotor de Inbursa me lo ofrecio,8,10,4,4,5,3,3,5,4,4,4,5,5,,,,,,,Lector de tarjetas,,,El porcentaje,Recibos o no por medio del cel
2019-08-12 13:32:04 UTC,2019-08-12 13:35:30 UTC,completed,ios,Safari 11.0,ea7212ec-74bc-11e9-a097-841659cd1724,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,8,4,4,5,4,2,5,3,5,3,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,A los clientes les gusta tener un recibo impreso,Imprimir recibos
2019-08-12 15:18:39 UTC,2019-08-12 15:20:50 UTC,completed,ios,Safari 12.1.2,c9a63eb6-75d5-11e9-b2bb-d7593e98486e,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Búsqueda en la web (Google),10,10,5,5,5,4,5,5,2,4,4,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,,,Todo bien al momento,Todo bien al momento.
2019-08-12 16:49:06 UTC,2019-08-12 16:51:28 UTC,completed,ios,Safari 12.1.1,4007d17c-7672-11e9-9467-8654d909550b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,9,9,5,5,4,2,5,5,4,4,NA,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,La Comisión es muy elevada a comparación de terminales bancarias...,Na
2019-08-12 16:50:44 UTC,2019-08-12 16:53:51 UTC,completed,windows,Chrome 76.0.3809.100,c5ec62b2-71cc-11e9-809b-370e9117d069,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,9,5,5,5,2,3,4,3,5,3,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,Lector de tarjetas,,,las comisiones para meses son muy altas,creo q no
2019-08-12 17:29:54 UTC,2019-08-12 17:32:52 UTC,completed,ios,Safari 12.1.2,e048af40-9dc8-11e8-99eb-962c10577065,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,NA,5,NA,4,NA,5,NA,4,NA,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,,,,"Por el momento nada solo que bajara la
Comisión jejeje","Por el
Momento no"
2019-08-12 18:10:44 UTC,2019-08-12 18:14:45 UTC,completed,ios,Safari 12.1.2,b120414a-75f1-11e9-9f93-96ee94968d20,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,3,5,5,5,4,5,5,5,,,,,,,Lector de tarjetas,,Ninguno de las anteriores,Todo muy bien,Excelente
2019-08-12 19:51:23 UTC,2019-08-12 19:56:50 UTC,completed,ios,Safari 12.1.1,271d9620-9dd7-11e8-b099-7eb942fd99b5,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,5,5,NA,NA,1,1,NA,4,NA,1,NA,1,1,,,,,,,,,Ninguno de las anteriores,Reducción de comisiones por cargos y la demora en la que los depósitos se ven reflejados.,NA
2019-08-12 21:28:00 UTC,2019-08-12 21:30:23 UTC,completed,ios,Safari 12.1.1,013f4d9c-75a7-11e9-afbc-32360621fd16,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,4,5,3,4,5,4,3,4,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,Tardanza en depósito,No
2019-08-13 13:14:00 UTC,2019-08-13 13:18:56 UTC,completed,windows,Chrome 76.0.3809.100,76f83f78-76bd-11e9-8da8-8f443c898e00,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,YouTube,9,10,4,5,4,3,5,5,4,4,4,5,5,,,,,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,,,"LA COMISION, YA QUE HAY OTROS SISTEMAS DE PAGO QUE ES MAS BAJA.",POR EL MOMENTO TODO BIEN
2019-08-13 15:04:00 UTC,2019-08-13 15:07:48 UTC,completed,android,Chrome 76.0.3809.111,adf8fb94-76a8-11e9-ae50-88fea63a6c0d,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,9,8,3,5,4,2,5,5,2,5,4,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,Lector de tarjetas,,,Que el botón de apagado este muy chafa muy delicado,No
2019-08-13 16:46:38 UTC,2019-08-13 16:50:10 UTC,completed,android,Chrome 76.0.3809.111,b5427c60-9b37-11e8-a262-9ae0699e503b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,4,5,5,5,5,NA,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,Lo lenta que es al I gresar a mi cuenta para actualizar inventario,No
2019-08-13 17:05:47 UTC,2019-08-13 17:08:52 UTC,completed,android,Chrome 76.0.3809.111,127d1a70-9e49-11e8-9a6c-2c7eb562f537,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,5,4,4,4,4,5,3,5,4,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,Lector de tarjetas,,,Estoy satisfecha con el producto,No por ahora
2019-08-13 17:21:23 UTC,2019-08-13 17:23:27 UTC,completed,android,Chrome 76.0.3809.89,231779e0-9f19-11e8-82a1-aed0fe75480c,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicidad exterior,10,10,5,5,5,4,5,5,4,5,4,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,,,Todo es excelente,Ninguna
2019-08-13 17:32:43 UTC,2019-08-13 17:39:30 UTC,completed,windows,Chrome 76.0.3809.100,7dcb3de0-9f28-11e8-b25a-0e31e2b80258,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,NA,NA,4,3,4,4,4,5,NA,5,5,,Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Todo me gusta pero me gustaría tener más info para explotarlo al 100%,nada
2019-08-13 17:58:54 UTC,2019-08-13 18:01:19 UTC,completed,android,Chrome 76.0.3809.111,dcd7e6e0-9e96-11e8-80b4-8067f42859a4,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),10,10,5,5,5,4,5,5,4,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,Herramientas de contabilidad,,"Nada, sólo el inconveniente del sábado, pero fue de todos los bancos",Nada
2019-08-13 18:24:21 UTC,2019-08-13 18:27:26 UTC,completed,android,Chrome 76.0.3809.89,231fcd90-9f35-11e8-90e8-576e00b23435,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicidad exterior,10,10,5,4,5,4,4,5,4,5,5,4,5,,,,,,,,,Ninguno de las anteriores,Todo está muy bien únicamente hace 2 a 3 días no pude hacer cobro.,Ninguna
2019-08-13 20:55:24 UTC,2019-08-13 20:58:51 UTC,completed,windows,Chrome 76.0.3809.100,74203d40-9b7c-11e8-91ee-d65ff7519192,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,4,5,5,2,5,5,5,4,NA,5,5,,Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,"las ventas del viernes, los depositos se reflejas hasta el lunes siguiente....",ninguna
2019-08-14 00:55:53 UTC,2019-08-14 00:58:59 UTC,completed,android,Chrome 76.0.3809.89,769b4220-9f1b-11e8-a630-a7f0dbd194aa,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,5,4,5,3,5,5,5,5,4,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,No solo q en meses sin intereses la comisión si es más elevada t los cliente no lo pagan o no se ofrece en cazo de yo asumir la comisión,Ninguna
2019-08-14 03:03:25 UTC,2019-08-14 03:11:35 UTC,completed,ios,Safari 12.1.2,e0d95400-9f1c-11e8-a111-8039fcb4e197,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,10,5,5,5,3,5,5,5,3,5,5,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,Lector de tarjetas,,,Ninguno por el momento,Nunguno
2019-08-14 13:03:17 UTC,2019-08-14 13:05:52 UTC,completed,android,Chrome 76.0.3809.111,070353e0-77eb-11e9-acb4-8cbe16d0f03c,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Búsqueda en la web (Google),10,10,5,5,5,4,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,Programas de fidelización y de gestión de las relaciones con los clientes,,Herramientas para controlar y analizar las ventas,,,Herramientas de contabilidad,,Ningún comentario negativo,Hasta ahora no
2019-08-14 13:05:53 UTC,2019-08-14 13:10:47 UTC,completed,ios,Safari 12.1.1,c1d7083c-7805-11e9-adfa-4817479b2643,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,YouTube,10,10,5,5,5,3,3,5,4,5,4,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,,,,,Que no hagan los depósitos de viernes a sábado y de sábado a domingo.,No
2019-08-14 13:06:27 UTC,2019-08-14 13:09:53 UTC,completed,ios,Safari 12.1.1,7a6cc980-7776-11e9-89d2-18700341d11e,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,10,10,4,5,5,4,5,5,4,5,4,4,5,,Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,,,Tener que actualizar el sistema es problematico y quita mucho tiempo,Ningunao
2019-08-14 14:28:41 UTC,2019-08-14 14:36:15 UTC,completed,android,Chrome 76.0.3809.111,e9b15d4c-774e-11e9-85fc-697bacf26723,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,8,NA,NA,5,4,5,5,3,2,NA,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,Herramientas para controlar y analizar las ventas,,,Herramientas de contabilidad,,"Para los que vamos empezando un negocio, es demasiado tiempo esperar que nos depositen lo cobrado el viernes hasta las 2 o 3 de la tarde el lunes, a veces requerimos ese dinero para volverlo a invertir, a veces pienso en mejor no aceptar pagos los viernes","No, solo lo expresado anteriormente"
2019-08-14 15:32:56 UTC,2019-08-14 15:34:46 UTC,completed,ios,Safari 12.1.1,418373cc-7801-11e9-ae5e-a5535fcdc6fc,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,8,1,1,NA,1,4,5,1,5,5,5,5,,,,,,,Lector de tarjetas,,,Deberían explicar cómo hacer el cobro de la comisión,Ninguna
2019-08-14 17:11:34 UTC,2019-08-14 17:15:26 UTC,completed,windows,Chrome 76.0.3809.100,ffd602e0-9a8a-11e8-83a3-d29f25c6c1ac,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,3,5,5,NA,5,5,NA,5,,,,,Herramientas para controlar y analizar las ventas,,,,,"estaría bien que se incluya la comisión en el precio que se le da al cliente, ya que cobrarles la comisión se ve mal y subirle al precio no es conveniente para la competencia, entonces seria bueno una manera de agregar al cobro el costo, mas la comisión por default",ninguno
2019-08-14 17:20:57 UTC,2019-08-14 17:23:48 UTC,completed,ios,Safari 12.1.2,cec02860-9fef-11e8-a69e-e8c707b19034,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Redes sociales,10,10,5,5,4,3,4,5,4,5,4,5,5,,,,,,,Lector de tarjetas,Herramientas de contabilidad,,"Nada en particular. Estoy muy contento con el sistema. Me gustaría que conforme hagamos más cobros la comisión disminuya, o bien, tener un correo cuando se alcance dicho nivel.",Nada por ahora.
2019-08-14 17:36:02 UTC,2019-08-14 17:37:45 UTC,completed,android,Chrome 67.0.3396.87,d3854830-a008-11e8-99e2-34b26b21cf09,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,Ninguno de las anteriores,Nada en particular,Ninguna
2019-08-14 17:39:31 UTC,2019-08-14 17:43:12 UTC,completed,ios,Safari 12.1.1,26ae1f70-9f6c-11e8-8f06-bf49b3345b11,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,8,6,4,5,5,3,3,3,3,3,4,4,4,,Sistema de punto de venta,,,,,Lector de tarjetas,,,Los lectores tienden a fallar mucho de las baterías y la comisión debería de ser más considerados,Los fines de semana deberían aplicar igual el depósito de un día para otro y no hasta el lunes gracias
2019-08-14 17:48:46 UTC,2019-08-14 17:50:29 UTC,completed,ios,Safari 12.1.2,fc7de380-9ff6-11e8-833b-e67e7bdde55d,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,10,10,4,5,NA,3,4,5,4,5,5,5,5,,,,,,,,,Ninguno de las anteriores,Nsda,No
2019-08-14 17:51:27 UTC,2019-08-14 17:55:35 UTC,completed,android,Chrome 75.0.3770.101,4824e780-9fe7-11e8-9972-e44f03d589f3,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),8,8,5,NA,4,3,4,5,4,3,3,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,Los depósitos no se hacen de manera regular... El tiempo en depositar varía mucho y dificulta un poco la administración de mi negocio.,Por el momento estoy satisfecho con lo ofrecido.
2019-08-14 18:33:04 UTC,2019-08-14 18:39:10 UTC,completed,ios,Safari 12.1.2,01f80fa0-9f59-11e8-8e03-80808e1aaa87,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),10,10,5,5,5,3,5,5,5,5,5,5,5,,,,,,,Lector de tarjetas,,Ninguno de las anteriores,La comisión para meses sin intereses muy caro tomando en cuenta iZettle cobra aparte por transacción . El cliente no lo paga entonces se me hace no atractivo . Muy alta,Nada solo comisiones por meses sin intereses bajarlas
2019-08-14 20:42:40 UTC,2019-08-14 20:47:18 UTC,completed,ios,Safari 12.1.2,0e92af40-9f59-11e8-aac5-6ffce242010b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Redes sociales,8,8,5,5,4,3,4,5,3,4,NA,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,"Todo bien por el
Momento solo retrasos ocasionales con la programación de pagos",Todo bien en este momento
2019-08-14 20:48:57 UTC,2019-08-14 20:55:44 UTC,completed,linux,Firefox 68.0,4d7a7806-772f-11e9-b42f-517a02f3fccc,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,9,5,4,5,4,4,4,4,4,5,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,Lector de tarjetas,,,aun no.. pero algun comunicativo para pagos  a meses,atencion personalizada al cliente
2019-08-14 22:23:01 UTC,2019-08-14 22:28:44 UTC,completed,windows,Firefox 68.0,b7c279d0-9e53-11e8-be6c-97d45b2bf21b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Redes sociales,10,10,5,5,4,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,TODO BIEN GRACIAS,"GRACIAS POR HABER BAJADO LA TASA DE INTERES  Y ASI PODER HUSAR MAS
SUS SERVICIOS"
2019-08-15 13:05:30 UTC,2019-08-15 13:08:52 UTC,completed,android,Chrome 76.0.3809.111,0f53e50a-7840-11e9-a5ca-5d2dd5e6d63f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,9,9,5,4,5,4,5,4,3,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,Lector de tarjetas,,,El hecho que llega a fallar el enlace entre la terminal y el dispositivo móvil,.
2019-08-15 15:10:35 UTC,2019-08-15 15:13:09 UTC,completed,ios,Safari 12.1.2,25bad96a-7841-11e9-b264-6239dc2e2bdc,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,10,10,5,5,5,3,4,5,4,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,Nada,Nada
2019-08-15 17:23:10 UTC,2019-08-15 17:25:24 UTC,completed,android,Chrome 76.0.3809.111,5a42cc20-a0d7-11e8-a8f7-e9429dd69862,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,5,5,5,3,5,5,4,3,4,5,5,,Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,sería muchísimo mejor si los pagos pasaran el mismo día,"como ya lo mencioné, que los pagos pasen el mismo día sería muy bueni"
2019-08-15 17:38:20 UTC,2019-08-15 17:40:43 UTC,completed,ios,Safari 10.0,63c339a0-a0ba-11e8-b9e8-7f63c0111182,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,NA,5,NA,2,NA,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,La comisión,Ninguna
2019-08-15 18:30:47 UTC,2019-08-15 18:34:38 UTC,completed,android,Chrome 76.0.3809.89,4dfe2e72-78eb-11e9-a13e-8d23b9d38c8f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,9,5,5,5,5,5,3,4,5,5,5,4,,Sistema de punto de venta,,,,,,,,En ocasiones se rechaza la tarjeta y al pasarla por segunda vez el cliente piensa que se está cargando doble....le llegan 2 avisos.....,Ninguna
2019-08-15 19:51:43 UTC,2019-08-15 19:53:51 UTC,completed,android,Chrome 76.0.3809.111,4f64a7ac-6d1d-11e9-8274-2eee20f8657b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,10,10,5,5,5,2,5,5,3,5,5,5,5,,Sistema de punto de venta,,,,,,,,No,No
2019-08-15 20:15:27 UTC,2019-08-15 20:24:13 UTC,completed,windows,Chrome 76.0.3809.100,f51083de-782f-11e9-a77b-2237d50d72d1,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,9,5,4,5,5,5,5,4,5,NA,5,5,,Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,Nada en absoluto,Ninguna
2019-08-15 21:40:15 UTC,2019-08-15 21:43:09 UTC,completed,windows,Chrome 76.0.3809.100,0cf68e80-a0e5-11e8-a675-c217edcb830c,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,10,10,5,5,5,4,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,Herramientas de contabilidad,,"Nada me disgusta, estos meses que he trabajado con Izettle estoy satisfecho, Felicidades!",Ninguna
2019-08-16 01:26:58 UTC,2019-08-16 01:28:48 UTC,completed,android,Chrome 75.0.3770.101,352a4bc2-7352-11e9-8ad4-f787f1f00b5f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,10,10,5,5,5,3,5,5,3,5,NA,5,5,,,,Herramientas para gestionar el inventario,,,,,,Me.gusta mucho,Todo es muy bueno
2019-08-16 01:28:23 UTC,2019-08-16 01:33:40 UTC,completed,android,Chrome 71.0.3578.141,04b373e0-a0be-11e8-a009-b662e7c53e93,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Me lo ofrecieron directamente en mi trabajo,8,8,NA,4,4,3,NA,4,4,4,NA,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,"Solo me gustaría que las comisiones, especialmente las de mensualidades fueran más bajas.",Nada que recuerde.
2019-08-16 02:24:56 UTC,2019-08-16 02:28:57 UTC,completed,android,Chrome 76.0.3809.89,a3281b6a-78a5-11e9-9937-6bdeef593d54,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,5,4,3,1,4,1,4,5,NA,4,NA,4,4,,Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,,,,Lector de tarjetas,Herramientas de contabilidad,,"Nunca se entendió el bono que me dieron en la tarjeta de bienvenida, siempre fueron dos versiones que escuche de soporte",Las comisiones son muy altas
2019-08-16 12:51:19 UTC,2019-08-16 12:56:45 UTC,completed,ios,Safari 604.1,8ec032f0-9801-11e8-83c0-6dd1ba2746a6,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,3,5,5,3,5,4,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,"Por el momento nada, todo bien.",Ninguna
