Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Hoe ben je in aanraking gekomen met iZettle?,2. 2. Hoe tevreden ben je over het algemeen met iZettle op een schaal van 1 tot 10?,3. 3. Hoe waarschijnlijk is het dat u iZettle zou aanbevelen aan een vriend of collega?,4.1. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Verkooprapportages,4.2. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Klantenondersteuning,4.3. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Stortingen,4.4. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Het totale bedrag die je per kaartbetaling kunt accepteren,4.5. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Accepteren van betalingen,"4.6. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Compatibiliteit met accessoires (b.v. met printers, houders, barcode scanners, etc.)",4.7. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Kaartlezer,4.8. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Het aanbieden van bonnen aan je klanten,4.9. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Je account op my.izettle.com,4.10. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Transactietoeslagen,"4.11. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Onze communicatie (over b.v. over nieuwe functies, tips, account updates, etc.)","5. 5. Van welke van de volgende producten, diensten of oplossingen weet je, of denk je, dat iZettle ze kan aanbieden aan kleine bedrijven?",,,,,,,,,,,6. 6. We zijn altijd op zoek naar manieren om te groeien en de service voor onze klanten te kunnen verbeteren. Geef alsjeblieft aan (en zo ja wat) of er specifiek iets is waar je ontevreden over bent: ,7. 7. We zijn altijd op zoek naar manieren om te groeien en de service voor onze klanten te kunnen verbeteren. Geef alsjeblieft aan (en zo ja wat) of je een bepaalde functie mist in onze dienst:
2019-08-18 18:28:27 UTC,2019-08-18 18:30:49 UTC,completed,ios,Safari 12.1.2,aa257c86-7adb-11e9-b024-6c428a90953c,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,10,10,5,4,5,5,5,4,5,4,5,5,NA,,,,,Kaartlezer,,,,,,,Kan niks bedenken,Mis niks misschien een goedkoop bonnen uitdraaier
2019-08-18 18:29:50 UTC,2019-08-18 18:32:43 UTC,completed,android,Chrome 76.0.3809.111,e551993c-7b14-11e9-b129-fe393d4e1770,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),10,10,5,NA,5,5,NA,5,5,5,5,5,5,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,Point-of-sale-systeem,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,Niet ontevreden,Mis niets
2019-08-18 19:51:55 UTC,2019-08-18 19:55:21 UTC,completed,ios,Safari 12.1.2,d2ca779c-7af7-11e9-b80c-23f7137c527c,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,5,5,2,3,2,2,2,2,2,4,3,3,2,,,,,Kaartlezer,,,,,,,"Te traag, vaak staat vast",Geen commentaar
2019-08-19 05:02:17 UTC,2019-08-19 05:05:14 UTC,completed,ios,Safari 12.1.2,5ea3c70a-7b2a-11e9-9e4a-8aae5eefad7b,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,8,8,5,5,5,5,5,NA,5,5,4,3,5,,,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Betalingen in het buitenland niet mogelijk,Betalingen in het buitenland
2019-08-19 17:37:21 UTC,2019-08-19 17:43:35 UTC,completed,android,Chrome 76.0.3809.111,a7f4fa10-a393-11e8-b282-aeb9fdaf76c3,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),8,8,NA,5,2,5,5,NA,5,NA,5,4,3,,Tools voor boekhouding,,,,,,,,,,"De regelmaat in betaling is niet erg consistent. Vandaag 19-08 had ik de uitbetaling verwacht van 16 en 17-08 maar die zijn nog niet gestort. Soms ligt dat aan de Duitse feestdagen maar nu kan ik het nergens mee in verband brengen. Ik zou het prettig vinden om op de hoogte te zijn van afwijkende betaalmomenten, wat de reden daartoe ook is.",'--
2019-08-20 07:51:28 UTC,2019-08-20 07:54:35 UTC,completed,ios,Safari 12.1.2,8493b19c-7bec-11e9-a1a5-1d20067df6c9,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,5,3,2,3,5,4,5,5,5,4,4,Tools om verkopen te volgen en te analyseren,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,"Klantenservice werkt langs elkaar heen. En als ik mail krijg dat er geld is overgemaakt, stond het er al op, nu duurt het 1/2 dagen langer( misschien kont het door de bank, maar het is irritant omdat het eerst niet was)",Niets
2019-08-20 08:18:38 UTC,2019-08-20 08:22:06 UTC,completed,windows,Firefox 68.0,1ea15e4a-7bbd-11e9-bf53-c6a35496605f,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,8,8,4,3,4,4,4,3,4,4,4,3,4,,Tools voor boekhouding,Tools voor personeelsbeheer,,,,,, Zakelijke financiering,,,Geen bereik over de grens. Wij komen veel in Belgie,Interne notitie maken
2019-08-20 15:29:52 UTC,2019-08-20 15:32:22 UTC,completed,android,Chrome 67.0.3396.87,5b40ef00-a247-11e8-9786-9a91623e08d8,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,4,4,3,3,3,3,3,3,3,3,3,,Tools voor boekhouding,,,,,,,,,,Geen. We zijn tevreden,Nvt
2019-08-21 06:29:49 UTC,2019-08-21 06:31:51 UTC,completed,windows,Internet Explorer 11.0,2a6ac760-a450-11e8-9337-7d596e26b7eb,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,4,NA,5,5,5,5,5,5,5,2,4,Tools om verkopen te volgen en te analyseren,,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Ik vind de kosten relatief hoog.,geen
2019-08-21 18:13:18 UTC,2019-08-21 18:17:32 UTC,completed,ios,Safari 12.1.1,05c2774a-7d7c-11e9-8bf0-27ac66050daf,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,10,9,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,Geen van het bovengenoemde,,"i.am very happy with izettle,very handy and simple,even can read all tge cards.",already perfect
2019-08-21 18:50:38 UTC,2019-08-21 18:53:41 UTC,completed,mac,Safari 12.1.2,023f6f70-a518-11e8-a572-f729ef7259f5,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,5,4,4,4,4,4,4,4,4,4,3,Tools om verkopen te volgen en te analyseren,,,,,,,,,,,Alles prima,Niets
2019-08-21 19:37:27 UTC,2019-08-21 19:39:37 UTC,completed,android,Chrome 76.0.3809.111,86cd1b50-a547-11e8-b51c-9e8e7a66e60d,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,4,4,4,4,4,4,4,3,4,3,3,,Tools voor boekhouding,,,,,,,,,,Geen klachten,Geen klachten
2019-08-21 21:55:30 UTC,2019-08-21 21:58:15 UTC,completed,ios,Safari 12.1.2,62b26bc4-7d3e-11e9-bad9-e758e4f538a7,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,4,4,5,4,5,4,4,4,4,4,4,,Tools voor boekhouding,,,,,,,,,,We gebruiken het pinnen nog niet genoeg om een specifieke punten te noemen die we missen,Op direct moment nog niet
2019-08-22 08:30:29 UTC,2019-08-22 08:32:10 UTC,completed,windows,Microsoft Edge 17.17134,ddb1f23e-7c69-11e9-8c2b-5107f7a57f54,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,10,10,5,5,5,5,5,NA,5,5,5,5,5,,Tools voor boekhouding,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,NVT,NVT
2019-08-22 15:49:49 UTC,2019-08-22 15:54:20 UTC,completed,ios,Safari 12.1.1,c7d6bcc0-a5db-11e8-9474-608c95cde98a,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),8,8,4,NA,5,NA,5,NA,5,5,4,3,4,Tools om verkopen te volgen en te analyseren,,,,,,,,,,,Transactiepercentages zijn aan de hoge kant,Weet ik zo even niet
2019-08-22 15:51:01 UTC,2019-08-22 15:54:12 UTC,completed,ios,Safari 12.1.2,65240ae0-a5d8-11e8-a7fb-6227e8a48212,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,5,5,5,5,4,5,4,5,5,4,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,,,,,,,Soms na het aanzetten niet gelijk actief. Wel connected maar eerst even weer uit en weer aan,Geen
2019-08-22 17:11:40 UTC,2019-08-22 17:15:43 UTC,completed,android,Chrome 44.0.2403.119,f9cd65a0-a5ed-11e8-b852-8c14685170e2,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,5,NA,5,5,5,NA,4,NA,NA,5,NA,,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,??,??
2019-08-22 20:14:01 UTC,2019-08-22 20:17:17 UTC,completed,ios,Safari 12.1.2,dd945850-8ceb-11e8-a8e2-1d7f0ac36911,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,10,10,5,5,5,5,5,5,5,5,5,5,5,,Tools voor boekhouding,,Tools voor inventarisbeheer,,,,,,,,Nergens over. Ben happy met jullie,Intrigreren met SnelStart zou fijn zijn.
2019-08-23 15:23:51 UTC,2019-08-23 15:26:47 UTC,completed,windows,Chrome 76.0.3809.100,bd31f470-a6b1-11e8-85c5-f1c82893756c,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,8,8,2,4,4,4,4,4,4,4,4,3,3,Tools om verkopen te volgen en te analyseren,,,Tools voor inventarisbeheer,,Point-of-sale-systeem,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Ik zou heel graag de voorrden en de verkopen per map / productgroep kunnen zien. Helaas lukt dit niet en kunnen jullie ook geen oplossing geven,Zie vorig antwoord
2019-08-23 15:34:05 UTC,2019-08-23 15:36:29 UTC,completed,ios,Safari 12.1.2,41147f50-a6f9-11e8-be4b-b2f91f656d1e,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Een andere ondernemer,7,7,5,5,5,5,5,4,4,5,4,1,4,Tools om verkopen te volgen en te analyseren,,,,,,,,,,,Ik vind de toeslagen erg duur,Is prima
2019-08-23 16:17:25 UTC,2019-08-23 16:19:15 UTC,completed,android,Chrome 76.0.3809.111,5ee5a4f0-a6e5-11e8-a5f8-f69a0d5ae2f9,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,9,9,5,4,5,4,4,4,4,3,4,4,3,,,,,Kaartlezer,,,,,,,Geen,Geen
2019-08-23 18:17:04 UTC,2019-08-23 18:23:17 UTC,completed,ios,Safari 12.1.2,8440f602-7f2d-11e9-a7b3-d335c23f656a,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),8,9,5,NA,5,5,5,NA,4,5,5,5,5,,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Wij zijn een sportvereniging en hebben vaak dat een team de bon van de consumpties gedeeld betaald. Zou handig zijn als de bon kan blijven staan als iemand bijvoorbeeld een klein deel ervan betaald. Ook de optie dat de bon deels per pin en deels contant wordt betaald.  Dat werkt nu helaas niet. Hoor graag jullie feedback hierop.,Zie opmerking bij punt 6.
2019-08-23 19:41:27 UTC,2019-08-23 19:47:47 UTC,completed,ios,Safari 12.1.1,898619a2-7a2e-11e9-b0a6-39fa472c12cd,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Knab,9,9,4,4,5,4,5,5,5,NA,5,3,5,Tools om verkopen te volgen en te analyseren,,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Ik ben nog niks tegen gekomen :),Geen idee op dit moment
2019-08-23 19:44:08 UTC,2019-08-23 19:46:32 UTC,completed,ios,Safari 12.1.1,10534574-7f37-11e9-9e7a-ba48de9789a8,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,8,9,4,4,5,5,5,NA,5,5,4,3,5,,,,,,,,,,Geen van het bovengenoemde,,Ik zou het niet weten,Ik zou het niet weten
2019-08-23 20:34:01 UTC,2019-08-23 20:40:35 UTC,completed,android,Chrome 76.0.3809.111,ad790bc0-a6db-11e8-b608-1abc40e687e8,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,4,3,5,4,4,4,4,3,4,3,4,,,,,Kaartlezer,,,,,,,Betalingen buiten Nederland kan niet accepteren,Betaling via internet
2019-08-24 16:44:00 UTC,2019-08-24 16:45:31 UTC,completed,ios,Safari 11.0,67673670-a780-11e8-914d-eaedf993a1bb,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online advertenties,9,9,4,3,4,5,4,4,4,4,3,2,4,Tools om verkopen te volgen en te analyseren,,,,,,,,,,,x,x
2019-08-24 18:00:06 UTC,2019-08-24 18:02:26 UTC,completed,ios,Safari 12.1.2,05ca6c80-a7ed-11e8-bca5-07827545b459,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,7,7,3,2,3,3,3,3,3,3,2,2,3,,,,,,Point-of-sale-systeem,,,,,,Transactie kosten zijn te hoog,Ha
2019-08-25 18:33:22 UTC,2019-08-25 18:36:25 UTC,completed,ios,Safari 12.1.1,5905af3a-808d-11e9-8545-b41c02053112,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,8,8,5,NA,5,5,5,NA,5,NA,5,2,NA,,Tools voor boekhouding,,,,,,,,,,Mogelijkheid het apparaat te kopen en geen toeslagen meer per transactie. Of een minder percentage. Ik vind dat ik vrij veel afdraag aan izettle,Vorig genoemde.
2019-08-26 06:06:03 UTC,2019-08-26 06:08:08 UTC,completed,windows,Microsoft Edge 18.17763,9e859920-8061-11e9-8e16-54f507c02068,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,NA,NA,5,5,5,NA,5,NA,5,5,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,Tools voor personeelsbeheer,Tools voor inventarisbeheer,Kaartlezer,Point-of-sale-systeem,Loyaliteits/CRM-add-on,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,'-,'-
2019-08-26 06:58:05 UTC,2019-08-26 07:00:19 UTC,completed,windows,Chrome 76.0.3809.100,29e2a330-a793-11e8-90ac-103e47c98d51,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,7,6,4,3,3,4,4,3,3,3,3,1,3,,Tools voor boekhouding,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,De kosten zijn te hoog,Nee
2019-08-26 07:44:24 UTC,2019-08-26 07:49:32 UTC,completed,android,Chrome 67.0.3396.87,de311692-8068-11e9-b0c7-ed6a3485604f,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),9,10,5,NA,5,NA,5,NA,4,5,5,4,5,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,Tools voor inventarisbeheer,Kaartlezer,Point-of-sale-systeem,Loyaliteits/CRM-add-on,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Zijn tevreden en hebben geen verbeter punten,Geen
2019-08-26 07:48:40 UTC,2019-08-26 08:03:07 UTC,completed,windows,Chrome 76.0.3809.100,c12684cc-8065-11e9-95c7-646d44f2575a,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,10,10,5,NA,5,5,5,NA,5,NA,5,5,5,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,Tools voor personeelsbeheer,Tools voor inventarisbeheer,Kaartlezer,Point-of-sale-systeem,Loyaliteits/CRM-add-on,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,Tot nu toe vind ik het allemaal perfect gaan en heb geen klachten ewel zeer tevreden,Ik zou zo niet weten wat
2019-08-26 10:25:33 UTC,2019-08-26 10:29:55 UTC,completed,windows,Chrome 76.0.3809.100,75535c70-a869-11e8-8a88-72968262b3a5,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,9,9,3,4,5,5,5,NA,5,NA,4,4,4,,Tools voor boekhouding,,,,,,,,,,"ben zeer tevreden. heb alleen elke maand at moeiteom een goed duidelijk overzicht te prduceren met wat er die maand is gepind en wat de transcatiekosten zijn. het is er wel, maar dat vind ik wat onduidelijk en alke keer weer lastig te vinden","zie dus vraag 6, duidelijk en snel een overzicht vinden per maand"
2019-08-26 16:56:57 UTC,2019-08-26 17:02:56 UTC,completed,ios,Safari 9.0,4689faa0-a947-11e8-8b01-5549c13b1784,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online advertenties,9,9,5,5,4,5,5,5,5,4,5,5,5,,,,,Kaartlezer,,,,,,,De batterij is erg snel leeg verder alles oke,Geen idd
2019-08-26 18:12:13 UTC,2019-08-26 18:18:20 UTC,completed,android,Chrome 71.0.3578.83,e4cf8e20-8126-11e9-991d-013b434f8654,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),8,10,4,NA,5,NA,5,NA,5,NA,4,4,NA,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,,,,,,,Op de verkooostaten missen we de splitsing tussen kas en kaart bij verschillende btw tarieven.,Kas opname. Nu is er alleen kas teruggave.
2019-08-26 18:29:29 UTC,2019-08-26 18:32:57 UTC,completed,ios,Safari 12.1.2,19585e40-a911-11e8-94ce-db92f033c72d,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,4,NA,5,5,5,NA,5,5,5,5,5,,,,,Kaartlezer,,,,,,,Nvt,Nvt
2019-08-26 18:50:31 UTC,2019-08-26 18:53:11 UTC,completed,ios,Safari 12.1.2,6e926b8e-817f-11e9-8453-5f4a0014f81c,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,8,8,3,3,4,4,4,NA,3,4,3,4,NA,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,Tools voor inventarisbeheer,Kaartlezer,,,,,,,,
2019-08-26 19:57:26 UTC,2019-08-26 19:59:07 UTC,completed,ios,Safari 12.1.2,5e81341c-814a-11e9-9d3e-fd6e26663d52,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,7,9,5,3,5,5,5,5,5,5,5,5,5,,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Niets,NietS
2019-08-27 05:57:55 UTC,2019-08-27 06:03:20 UTC,completed,ios,Safari 12.1.2,52e591d4-817c-11e9-9b71-36f50e5fb81f,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),7,7,4,4,3,4,4,3,4,3,4,3,4,,,,,,,,,,Geen van het bovengenoemde,,Het kan alleen via WiFi en dat is vaak wel lastig,Het kan alleen via WiFi en dat is vaak wel lastig ben je weer afhankelijk van anderen
2019-08-27 07:07:51 UTC,2019-08-27 07:15:10 UTC,completed,windows,Microsoft Edge 18.17763,400a3f04-8147-11e9-9963-21f078c1b6d2,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,door leverancier betaalfunctionaliteit,6,6,2,NA,5,NA,NA,NA,5,NA,NA,NA,NA,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,,,,,,,,geen,betalingen die herkenbaar zijn door een gelijk transactienummer van de boeking die bij ons is gedaan. Sommige betalingen dienen te worden gerestitueerd en de bewuste boeking betaling is niet te vinden in izettle.
2019-08-27 09:59:41 UTC,2019-08-27 10:02:13 UTC,completed,ios,Safari 12.1.2,20f3bcb8-7fed-11e9-a622-13c80dcfed54,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,4,4,4,4,4,4,4,4,4,3,3,,,,,,,,,,Geen van het bovengenoemde,,Nvt,Nvt
2019-08-27 15:36:25 UTC,2019-08-27 15:40:45 UTC,completed,ios,Safari 12.1.2,47d9dfe0-aa1b-11e8-a67c-119eba789e71,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,8,8,5,4,3,4,4,4,5,4,5,2,4,,Tools voor boekhouding,,,,,,,,,,Late tijdstip van bijschrijving op bank,Xxxxxxx
2019-08-27 15:52:36 UTC,2019-08-27 15:56:11 UTC,completed,android,Chrome 76.0.3809.111,75fd2520-a9d6-11e8-be6d-95fddde816d3,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,5,5,5,5,5,5,5,5,5,3,5,,,,,,,,, Zakelijke financiering,,,Zeer tevreden,Niets
2019-08-27 16:02:45 UTC,2019-08-27 16:07:18 UTC,completed,ios,Safari 12.1.2,a6894d10-a9de-11e8-aaeb-b7acc8b41231,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,7,7,4,2,3,2,4,3,3,NA,3,3,2,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,Tools voor inventarisbeheer,Kaartlezer,Point-of-sale-systeem,Loyaliteits/CRM-add-on,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,"Supportafdeling heeft niet voldoende kennis, belt nooit terug, geeft geen feedback over mij klachten",Een vast aanspreekpersoon due er was maar niet meer is
2019-08-27 18:52:11 UTC,2019-08-27 18:54:18 UTC,completed,ios,Safari 12.1.1,2aa480e0-aa36-11e8-9339-0bd5f76c4e88,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,10,10,5,5,5,5,5,5,5,4,5,5,5,,,,,,,,,,Geen van het bovengenoemde,,Niks,Niks
2019-08-28 11:47:45 UTC,2019-08-28 11:49:59 UTC,completed,windows,Chrome 76.0.3809.132,28ba6ca0-a8a0-11e8-87c4-3ab1a8d7e313,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),9,9,NA,NA,4,4,4,NA,5,NA,5,1,3,,,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Als piep kleine onderneming vind ik het percentage wat ik jullie moet betalen hoog,Niks
2019-08-28 15:18:52 UTC,2019-08-28 15:26:43 UTC,completed,mac,Safari 12.1.2,42f7a9d0-aac0-11e8-ad2e-d2c6c61d471e,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),7,7,NA,3,4,5,4,3,4,5,3,4,3,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,Tools voor inventarisbeheer,Kaartlezer,,Loyaliteits/CRM-add-on,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,"Ontevreden over de enorme hoeveelheid tijd die het kostte voordat de socket goed werkte, de uiteenlopende antwoorden die medewerkers hebben, de hoeveelheid verschillende medewerkers aan de telefoon, het ontbreken van betaallinks, het ontbreken van de optie tot afboeken van een product 'over datum', breuk of als tester of relatiegeschenk, optie voor verkopen en innemen van kadobonnen, bijhouden van klantgegevens, uitbreidmogelijkheid naar webshop. Tevreden over Joeri en Marlou Siemerink.","betaallinks, de optie tot afboeken van een product 'over datum', breuk of als tester of relatiegeschenk, optie voor verkopen en innemen van kadobonnen, bijhouden van klantgegevens, uitbreidmogelijkheid naar webshop."
2019-08-28 15:36:25 UTC,2019-08-28 15:40:18 UTC,completed,android,Chrome 76.0.3809.111,b8c10d60-aaf1-11e8-ad4e-d5fbb0aa1274,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,7,7,3,4,2,NA,4,NA,4,NA,4,3,4,,Tools voor boekhouding,,,,Point-of-sale-systeem,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,Geen van het bovengenoemde,,Het is lastig dat er bij de trabsacties geen naam komt van personen die betaald hebben. Doordat er een percentage afgaat is dat op de storting niet te achterhalen en dat maakt het onoverzichtelijk als er bv storing is.,Zie voorgaande
