Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Hvor hørte du om iZettle?,"2. 2. Generelt, hvor fornøyd er du med iZettle, på en skala fra 1 til 10?",3. 3. Hvor sannsynlig er det at du vil anbefale iZettle til en venn eller kollega?,"4.1. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kontoen din på my.iZettle.com","4.2. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kortleseren","4.3. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Hvordan du kan ta betalt","4.4. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Totalbeløpet du kan godta per kortbetaling","4.5. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Innskuddsordningen","4.6. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Hvordan du kan tilby kundene kvittering
","4.7. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Transaksjonsgebyrene","4.8. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kommunikasjonen (f.eks. meldinger om nye versjoner, tips og triks, Kontooppdateringer)","4.9. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kompatibiliteten med tilbehør (f.eks. skrivere, stativer, strekkodeskannere osv.)","4.10. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kundestøtten","4.11. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Salgsrapportene","5. 5. Hvilke av følgende produkter, tjenester eller løsninger kjenner du til at, eller tror du at iZettle kan tilby små bedrifter?",,,,,,,,,,,6. 6. Vi søker alltid å øke og forbedre servicen vi yter overfor kundene våre. Forklar nedenfor hvis det er noe du er spesielt misfornøyd med:,7. 7. Vi søker alltid å øke og forbedre servicen vi yter overfor kundene våre. Forklar nedenfor hvis det er noe funksjonalitet i tjenesten vår du savner i dag:
2019-07-08 06:39:33 UTC,2019-07-08 06:46:34 UTC,completed,windows,Internet Explorer 11.0,b0f1ed20-803f-11e8-94ca-e16cdff6a183,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,En kollega hadde sett dette på et annet sted,9,9,3,5,5,5,5,5,4,3,4,4,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,"Nettsiden går veldig sent når vi skal laste ned rapporter.
Får ikke klikket meg inn på kvitteringer på nettsiden. Da står siden bare å spinner. 
Fungerer greit på nettbrettet.",.
2019-07-08 09:18:20 UTC,2019-07-08 09:23:24 UTC,completed,ios,Safari 12.1.1,f74eca82-5833-11e9-820f-ca5ae649ce47,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internett-søk (Google),9,9,4,5,5,4,5,5,4,4,4,5,5,,,,,,,,Kortleser,,,,Ingen!,Regnskaps program!
2019-07-09 18:25:08 UTC,2019-07-09 18:32:32 UTC,completed,windows,Microsoft Edge 17.17134,0e987a70-5b69-11e9-aadc-e0cfaee54dca,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,7,7,4,3,3,3,3,4,2,2,3,3,4,, Kassasystem,,,,Fakturaprogram,Bokføringsverktøy,Kortleser,,,,"det skjer svært ofte at kunde trykker kode, men kjøpet er ikke godkjent. Kontaktløs betaling fungerer, men det har skjedd at det kunde var belastet 2 ganger for samme kjøp, mens vi har kun faktisk kun en betalingen mottatt. Kunde er misfornøyd og vi måtte betale tilbake og tapte penger derfor.",at kunde ser ikke summen dersom han betaler kontakt. Det kunne være er skjerm som tilkoblet til nettbrett.
2019-07-09 18:54:52 UTC,2019-07-09 18:58:46 UTC,completed,windows,Microsoft Edge 17.17134,2c73b7a0-839f-11e8-9d4d-586a84c8ab39,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,9,10,5,5,5,5,NA,NA,3,4,NA,5,5,,,,,,,,,,,Ingen av de ovenstående,Ikke misfornøyd med noe spesielt,Ikke noe jeg savner per dato
2019-07-09 19:02:00 UTC,2019-07-09 19:05:36 UTC,completed,android,Chrome 75.0.3770.101,4ded09cc-5bdf-11e9-b57c-215825d6598d,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,7,8,4,4,4,4,4,4,3,4,3,4,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,Fakturaprogram,,Kortleser,,,,Kunne godt fortere inn på konto,Ingen
2019-07-09 19:15:22 UTC,2019-07-09 19:20:42 UTC,completed,windows,Chrome 75.0.3770.100,69c590b4-5b68-11e9-8a30-4441a579055f,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,9,9,5,5,5,5,NA,NA,4,5,NA,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)",,,,,,,Kortleser,,,,"Opplysning om alle tilleggsprodukter, vet for lite.",Nei.
2019-07-10 02:14:11 UTC,2019-07-10 02:19:10 UTC,completed,windows,Chrome 75.0.3770.100,72e0bc90-7947-11e8-b515-4483328580f4,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Nettannonser,8,7,4,5,5,5,NA,1,5,2,1,NA,3,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,Tilbehør til lojalitet/CRM,,,,Kortleser,,Verktøy til å spore og analysere salget med,,At ikke merverdiavgift og/eller gebyr fremkommer på oppgjør,Avgifts-spesifikasjon
2019-07-10 21:01:19 UTC,2019-07-10 21:06:19 UTC,completed,ios,Safari 604.1,443612b0-83af-11e8-ae4e-1aff1437f33b,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiale medier,9,10,5,5,4,NA,NA,5,NA,5,NA,3,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,Fakturaprogram,Bokføringsverktøy,Kortleser,,Verktøy til å spore og analysere salget med,,"Snabbare svar på Mail takk. 
Annars är allt bra.",Slippa lada kortlässare hela tiden.
2019-07-11 07:07:06 UTC,2019-07-11 07:11:47 UTC,completed,windows,Chrome 75.0.3770.100,64be86ac-5c8f-11e9-a20a-992922396c8b,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,5,5,3,5,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,Ingenting,Ingenting
2019-07-12 12:15:42 UTC,2019-07-12 12:23:58 UTC,completed,mac,Safari 12.1.1,05694530-644b-11e8-b1d5-54582a682586,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,6,5,4,5,5,5,5,5,3,5,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,Syntes servicen er veldig bra!,"Jeg skulle ønske det var funksjon for gavekort og at retur kunne bli trukket fra en ny transaksjon. Altså ikke at man må returnere pengene først hvis kunden kommer tilbake med vare, og så legge inn og ta betalt for ny vare. Og så kunne jeg ønske det var mer effektivt å legge inn nye produkt, herunder at man kunne markert flere produkt og lagt til i samme mappe. Siste ting er at appen ofte ""klikker"". Hvis jeg skal søke opp en vare, så må jeg trykke på søk-feltet for hver bokstav jeg skriver. Tastaturet går bort for hver gang, og jeg trykker med uhell inn varer som ligger der (når jeg egentlig skulle treffe en bokstav på tastaturet). Det kan også gå litt tregt med å komme i gang på appen, at det ikke skjer noe når jeg trykker på en vare feks. før etter en stund."
2019-07-12 20:24:34 UTC,2019-07-12 20:27:33 UTC,completed,ios,Safari 12.1.1,b9f9fca0-85d0-11e8-99c0-cc0a93e10464,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,8,10,5,5,5,5,4,5,5,5,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,Bedriftsfinansiering,Fakturaprogram,,Kortleser,,,,Fornøyd med IZettle,Ingen ting foreløpig
2019-07-13 18:47:38 UTC,2019-07-13 18:50:20 UTC,completed,windows,Chrome 75.0.3770.100,7930a938-5ead-11e9-892f-277de76a09ee,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internett-søk (Google),6,5,4,4,4,4,5,5,1,4,4,2,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,Tilbehør til lojalitet/CRM,,,,Kortleser,,Verktøy til å spore og analysere salget med,,"Alt for høyt gebyr, er på utkikk etter en annen løsning.",na
2019-07-15 07:35:47 UTC,2019-07-15 07:42:01 UTC,completed,windows,Chrome 75.0.3770.100,d99a7720-8363-11e8-bae0-fdb60c1996a0,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,7,5,4,5,5,5,5,2,1,2,1,3,5,, Kassasystem,Verktøy til styring av varebeholdning,,,,,Kortleser, Verktøy til styring av medarbeidere,,,"Er stort sett fornøyd med Izettle, men batteri kapasiteten på terminalen er veldig dårlig. Gebyrer er også veldig høyt og kvitteringskriver er latterlig dyr. Disse tingene er såpass viktig at vi hele tiden ser etter billigere alternativer for betalingssystem.",har ikke noen
2019-07-16 18:47:36 UTC,2019-07-16 18:49:58 UTC,completed,ios,Safari 12.1.1,f3e9f6cc-6130-11e9-8bc0-0bdafbec934b,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internett-søk (Google),10,10,5,5,5,5,5,5,5,5,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,Ingenting,Ingenting
2019-07-19 16:06:43 UTC,2019-07-19 16:09:54 UTC,completed,ios,Safari 12.1.1,3cbc2190-8b35-11e8-ad51-f32a595e4c14,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiale medier,10,10,5,5,5,5,5,3,4,5,3,5,3,, Kassasystem,,,,,Bokføringsverktøy,Kortleser,,Verktøy til å spore og analysere salget med,,Skulle hatt opp navnene til de som betaler.,"PDF format på alle rapporter, så jeg slipper å scrolle før jeg printer ut."
2019-07-19 21:23:44 UTC,2019-07-19 21:26:46 UTC,completed,ios,Safari 12.1.1,2720f900-8b35-11e8-bd25-0ceb2399cffa,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,10,10,5,4,5,5,5,5,4,5,5,5,5,,,,,Bedriftsfinansiering,,,,,,,Ikke noe spes.,İkke noe jeg kommer på
2019-07-20 18:51:11 UTC,2019-07-20 18:52:55 UTC,completed,android,Chrome 75.0.3770.143,1ace4f70-642b-11e9-95f8-d33de20597c4,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,4,4,5,5,5,4,NA,NA,NA,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,Fakturaprogram,,Kortleser, Verktøy til styring av medarbeidere,,,0,0
2019-07-23 17:49:30 UTC,2019-07-23 17:56:00 UTC,completed,ios,Safari 12.1.1,d7f93370-8e49-11e8-be23-9c5c69d28398,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,7,8,5,5,5,5,NA,5,1,2,NA,NA,3,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,Alt for store transaksjonsgebyr og irriterande meldingar om å kjøpe kassasystem.,Ynskjer integrasjon mot Agro økonomisystem.
2019-07-25 10:18:33 UTC,2019-07-25 10:26:34 UTC,completed,windows,Chrome 75.0.3770.142,0d42d1a4-6783-11e9-9adf-5ae882ce4a00,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internett-søk (Google),8,10,5,5,5,5,5,5,3,4,5,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,,,Kortleser, Verktøy til styring av medarbeidere,Verktøy til å spore og analysere salget med,,"Mangler noen funksjoner som tilgodelapper og gavekort....samt hvis en skal ta varer i retur og kunden ønsker å kjøpe noe annet, da går ikke dette an å trekke fra tilgodebeløpet før det overføres til kunden.",Har svart på foregående spørsmål :)
2019-07-25 11:53:33 UTC,2019-07-25 12:03:41 UTC,completed,windows,Chrome 75.0.3770.142,f72fcb66-65b0-11e9-9654-19179545bfb3,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,9,8,4,4,4,4,5,5,2,4,4,1,3,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,Tilbehør til lojalitet/CRM,,,,Kortleser, Verktøy til styring av medarbeidere,Verktøy til å spore og analysere salget med,,"Veldig misfornøyd med når vi handlet før oppstart.Ble ikke rådet til å kjøpe hele pakke, så vi måtte etterbestille skriver, noe som ble mye dyrere. Dette på tross av at vi snakket med kundeservice to ganger i forbindelse med handelen. Leveringstiden var også lang.","Prøvde å skrive til dere på chat, fikk aldri svar."
2019-07-25 12:32:14 UTC,2019-07-25 12:34:08 UTC,completed,android,Chrome 67.0.3396.87,a2dc5060-8f60-11e8-8222-0e94ddf1f771,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,NA,5,5,4,NA,NA,NA,5,, Kassasystem,,,,Fakturaprogram,Bokføringsverktøy,,,,,Ok,Nei ingen
2019-07-27 16:29:55 UTC,2019-07-27 16:36:47 UTC,completed,android,Chrome 67.0.3396.87,93197050-9171-11e8-925a-a4c18b3d0bfc,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,4,3,5,5,5,5,NA,5,5,, Kassasystem,Verktøy til styring av varebeholdning,,,Fakturaprogram,,Kortleser,,Verktøy til å spore og analysere salget med,,"Ingenting,tror nok at jeg blir og kontakte dere ang nytt kassa system til neste år🙂",Savner ineting🙂
2019-07-28 11:52:39 UTC,2019-07-28 11:55:41 UTC,completed,android,Chrome 75.0.3770.143,9f5253c0-8111-11e8-88fd-b2fe88ff68b4,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internett-søk (Google),5,4,3,3,4,4,3,3,2,3,3,2,3,, Kassasystem,,,,,,,,,,Dere vanskeliggjør utbetaling av feilkjørte innbetaling er,Effekt der sier betaling er gennemført
2019-07-28 16:14:22 UTC,2019-07-28 16:19:51 UTC,completed,mac,Chrome 65.0.3325.181,67b62904-69ec-11e9-ae00-359036d6efb0,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,8,10,NA,5,5,5,NA,NA,5,5,NA,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,,,Kortleser,,,,Teksten/fonten i salgsboksene er for tynne. Trenger større og tjukkere skrift (bold). Vanskelig å lese teksten på ipad.,.
2019-07-29 18:18:16 UTC,2019-07-29 18:22:35 UTC,completed,windows,Chrome 75.0.3770.100,a75d75e4-6b40-11e9-9032-dde6dd2cf29c,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,3,3,4,4,4,2,4,4,2,1,NA,1,4,, Kassasystem,Verktøy til styring av varebeholdning,,,,,Kortleser,,Verktøy til å spore og analysere salget med,,"Jeg får aldri svar på meldinger jeg sender dere, uten å måtte purre gjentatte ganger. Kundeservicen deres er håpløs!",Se forrige svar.
2019-07-30 05:37:45 UTC,2019-07-30 05:40:51 UTC,completed,mac,Safari 12.1.1,8baa3614-6b3d-11e9-8064-0eb4aa273a1d,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,4,4,5,4,4,4,4,4,, Kassasystem,,,,,,,,,,"Er godt fornøyd. Dette er et system jeg lånte en liten periode av nabobutikken i senteret. Mitt system sviktet, og jeg måtte ha et nytt på plass.",Er bra slik jeg ser det.
2019-07-30 10:18:10 UTC,2019-07-30 10:21:09 UTC,completed,windows,Microsoft Edge 17.17134,a829f246-6aae-11e9-bce0-5d8c8cf1f3be,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,10,10,5,5,5,5,NA,NA,5,5,NA,5,5,, Kassasystem,,,,,,Kortleser,,,,ER fornøyd,Ikke noen for øyeblikket
2019-07-30 16:37:12 UTC,2019-07-30 16:40:16 UTC,completed,android,Chrome 67.0.3396.87,e73f9540-93f3-11e8-a831-2a340e3095b4,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,8,9,4,3,3,NA,2,NA,3,NA,NA,NA,NA,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)",,,,,Fakturaprogram,Bokføringsverktøy,Kortleser,,Verktøy til å spore og analysere salget med,,Flere ganger hbor kunden setter inn kortet virker ikke leseren. Den funker hber gang hbis de legger kortet oppå,
2019-07-30 18:23:04 UTC,2019-07-30 18:27:54 UTC,completed,ios,Safari 12.1.1,0d8b11c6-6c15-11e9-ab2b-fd4d6ddce079,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,8,10,4,3,5,NA,5,5,2,4,5,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,Bedriftsfinansiering,,Bokføringsverktøy,Kortleser,,Verktøy til å spore og analysere salget med,,Bedre en alternative leverandører.,Dere må løse for oss som benytter kvadratmeter og løpemeter i salget. Alle selger ikke pr. Stk!
2019-07-31 18:26:40 UTC,2019-07-31 18:33:37 UTC,completed,ios,Safari 12.1,60dca1b2-6d07-11e9-a4ea-13ccdbd3127c,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,8,8,NA,5,3,5,NA,5,4,3,NA,NA,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,Verktøy til å spore og analysere salget med,,"Kundene mine bruker systemet til selvbetjening. Det skulle vært mer tilrettelagt til slikt.
F.eks så blir Vipps betaling litt tungvindt, eller at det tar litt lang tid. det blir litt mye trykking. 
På kontantbetaling og kort fungerer greit.
De skulle heller ikke hatt tilgang til å redigere og lignende. Kunne kanskje vært passordbeskyttet eller med nøkkel.",Se nummer 6
2019-08-03 19:03:42 UTC,2019-08-03 19:06:12 UTC,completed,windows,Chrome 75.0.3770.142,81c4492e-6f29-11e9-90f9-736902f213c8,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,10,10,5,5,5,5,5,5,5,5,5,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,Tilbehør til lojalitet/CRM,Bedriftsfinansiering,Fakturaprogram,Bokføringsverktøy,Kortleser, Verktøy til styring av medarbeidere,Verktøy til å spore og analysere salget med,,Ingenting,Ingen
2019-08-05 16:36:32 UTC,2019-08-05 16:38:54 UTC,completed,windows,Opera 62.0.3331.99,dc60a5c0-971c-11e8-b54f-d0b9053a2e80,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Nettannonser,10,10,5,2,5,5,5,5,3,5,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,Fakturaprogram,Bokføringsverktøy,Kortleser,,,,Ikke noe spesielt,Ikke noe spesielt
2019-08-06 15:34:58 UTC,2019-08-06 15:36:59 UTC,completed,windows,Chrome 75.0.3770.142,8ada1740-9942-11e8-aa29-91769ae5dff3,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,10,10,5,5,5,5,2,5,1,4,4,3,5,,,,,,,,Kortleser,,,,Betaler mye per transaksjon,BRA
2019-08-06 20:19:02 UTC,2019-08-06 20:24:31 UTC,completed,android,Chrome 73.0.3683.90,aaf6fbd0-9995-11e8-8bb0-42f757a2f909,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiale medier,10,10,5,5,5,5,5,5,5,5,4,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,Fakturaprogram,Bokføringsverktøy,,,Verktøy til å spore og analysere salget med,,Er ikke misfornøyd med noe foreløpig har,Vet ikke
2019-08-07 07:44:21 UTC,2019-08-07 07:48:06 UTC,completed,windows,Firefox 68.0,fa8c0504-719f-11e9-aec2-e541d6a7e3a7,3M,NO,,,,Noen anbefalte meg iZettle,10,10,5,5,5,5,NA,5,2,3,4,NA,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,ikke noe spesielt og sette fingeren på ennå,ikke noe spesielt ennå da jeg kun har brukt systemet i 2 mnd
2019-08-07 15:26:24 UTC,2019-08-07 15:28:46 UTC,completed,android,Chrome 76.0.3809.89,38286e60-9a38-11e8-a3ac-49f7747741cc,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,8,8,5,4,4,5,5,1,4,3,1,4,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,,,Kortleser,,,,"Kvitteringsprinter, fungere ikke",Vet ikke
2019-08-07 19:49:15 UTC,2019-08-07 19:54:57 UTC,completed,ios,Safari 12.0,36845bc0-724e-11e9-a542-0c605f8f6cd0,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,5,5,5,3,3,5,3,,,,,,,,,,,Ingen av de ovenstående,"Ikke misfornøyd,men at det var en mulighet til å få konton summert .Feks.utskrift hver mnd.summert.",Som jeg skrev i forrige spørsmål.
2019-08-08 18:49:14 UTC,2019-08-08 18:52:03 UTC,completed,windows,Chrome 75.0.3770.142,6c24184e-7323-11e9-bb79-c96d954e5c6b,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,6,5,4,3,5,5,NA,5,4,NA,NA,4,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)",,,,,Fakturaprogram,,Kortleser,,,,at tilkoblingen mellom terminalen og Huawei via bluetooth ikke fungerer optimalt.,"dersom det hadde vært mulig å få registrert inn navnet til kunden ved kortbetaling, hadde det vært supert. Dersom det er lov."
2019-08-09 16:01:59 UTC,2019-08-09 16:08:46 UTC,completed,ios,Safari 12.1.1,4af7b9b0-9bcd-11e8-a8ae-9e96ed538787,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,9,9,5,5,5,5,5,5,4,4,3,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,Fakturaprogram,,Kortleser,,,,At kasseapparatet kobler seg ikke automatisk til bluetooth. Og at det ikke husker hvor mye kontanter som er registrert. Vi må selv huske dette og taste inn beløpet hver dag. Vanskelig når det ikke går an å åpne kassa.,Alt på forrige sp.mål
2019-08-09 17:32:32 UTC,2019-08-09 17:35:18 UTC,completed,android,Chrome 67.0.3396.87,6bde9280-9bb3-11e8-a298-bd6ce3d87490,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,Kortleser,,,,Er kjempefornøyd men ønsker mindre gebyr per betaling etter at jeg har brukt(og skal bruke izettle videre),Alt er bra
2019-08-12 09:08:30 UTC,2019-08-12 09:12:03 UTC,completed,android,Chrome 67.0.3396.87,1d84d4ce-755a-11e9-9376-0b1f542172e6,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,5,5,3,5,3,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,Fakturaprogram,,Kortleser,,,,Er i grunn veldig fornøyd med servicen,Bedre mulighet til å forandre bilder på produktene på e-handel siden
2019-08-13 05:26:12 UTC,2019-08-13 05:27:32 UTC,completed,ios,Safari 12.1.1,3bf225fa-7673-11e9-b2b8-cd9ea40decb4,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,10,10,3,5,5,5,3,2,5,5,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)",,,,,Fakturaprogram,Bokføringsverktøy,Kortleser,,,,Ksjdjdbedk,Kdjdjdbdkd
2019-08-13 15:48:02 UTC,2019-08-13 15:54:47 UTC,completed,android,Chrome 76.0.3809.89,98750240-9f08-11e8-9f8d-462b86869a59,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,10,10,3,5,5,3,5,5,3,3,5,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,,,Kortleser,,,,Jeg er ikke misfornøyd med noenting. Jeg elsker min izettle!,"Det hadde vært smart å kunne bruke ordre/faktura uavhengig hvilket faktureringssystem man har. Godt mulig det går an , men jeg ønsker å gjøre om teksten min på kortleseren til samisk. Da hadde mine kunder jublet."
