Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Mitä kautta tutustuit iZettleen?,2. 2. Miten tyytyväinen olet yleisesti iZettleen?,3. 3. Kuinka todennäköisesti suosittelisit iZettle ystävälle tai työtoverille?,"4.1. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Viestintä (esimerkiksi uusista iZettlen toiminnoista, vinkit & niksit, tilin päivitykset)",4.2. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Tilisi osoitteessa my.izettle.com,"4.3. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Yhteensopivuus lisävarusteiden kanssa (esimerkiksi tulostimet, telakat, viivakoodinlukijat jne.)",4.4. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Kuitin tarjoaminen asiakkaillesi,4.5. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Yksittäisten korttimaksujen maksukatto,"4.6. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Asiakaspalvelu
",4.7. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Maksujen vastaanottaminen,4.8. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Kortinlukija,4.9. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Myyntiraportit,4.10. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Tapahtumakulut,4.11. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Talletukset,"5. 5. Mitä seuraavista tuotteista, palveluista tai ratkaisuista tiedät iZettlen tarjoavan tai mitä seuraavista arvelet iZettlen voivan tarjota pienyrityksille?",,,,,,,,,,,,,,,,,,"6. 6. Pyrimme aina parantamaan palvelua ja kokemusta asiakkaillemme. Pyydämme teitä ystävällisesti kertomaan, mikäli: olette johonkin erityisen tyytymätön.","7. 7. Pyrimme aina parantamaan palvelua ja kokemusta asiakkaillemme. Pyydämme teitä ystävällisesti kertomaan, mikäli: kaipaat palveluumme joitain uusia toimintoja."
2019-08-13 16:07:18 UTC,2019-08-13 16:10:48 UTC,completed,ios,Safari 12.1.1,af55ae80-9ed9-11e8-8018-080baa786748,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,3,3,3,2,1,4,2,1,4,4,4,2,2,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Asiakas palvelu ei vastaa eikä palvelunumerot. Soitto pyyntöihin ei vastata. Mobiili alennus koodit ei toimi,Vastatkaa sposteihin ja puheluihin niin pääsee jo pitkälle
2019-08-14 00:25:39 UTC,2019-08-14 00:29:10 UTC,completed,ios,Safari 12.1.1,bdce77b0-6cad-11e9-a430-161e97e796ae,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Verkkomainoksen,10,8,5,5,5,4,5,5,5,5,5,5,5,,,,,Kassajärjestelmä,,,,,,,,,,,,,,onko teillä maksu jonka yhdistää semil mittari?,onko teillä maskupääte jonka yhdistää semelmittari?
2019-08-14 05:04:48 UTC,2019-08-14 05:08:47 UTC,completed,android,Chrome 76.0.3809.89,d1ff7b00-9943-11e8-a20d-7d54f1a8eae0,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,8,8,NA,5,NA,4,4,NA,5,3,5,4,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Laitteiden bluetooth yhteys uusien laitteiden välillä on joskus hankala saada liitettyä yhteen,Ei tule mieleen
2019-08-14 06:26:37 UTC,2019-08-14 06:28:47 UTC,completed,android,Chrome 67.0.3396.87,296b92e6-771c-11e9-9887-50406af7ef9b,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),10,10,4,4,NA,5,NA,5,4,5,4,4,3,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,'-,'-
2019-08-14 17:29:32 UTC,2019-08-14 17:32:17 UTC,completed,android,Chrome 76.0.3809.89,4c135e06-779d-11e9-8619-f617260310f5,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiaalisen median,9,9,5,5,4,5,4,4,4,4,5,4,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,ei moitittavaa,nämä toiminnot riittää minulle ainakin tällä hetkellä
2019-08-14 20:18:07 UTC,2019-08-14 20:21:51 UTC,completed,android,Chrome 64.0.3282.137,590ea8b0-9fb5-11e8-bb12-67cf91c8d2a4,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiaalisen median,10,10,5,4,NA,5,5,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,Kirjanpitotyökalut,,,,,,,,,,"Ei tule mieleen asiaa, johon olisin tyytymätön!",Tällä hetkellä kaikki tarvitsemani löytyy
2019-08-15 06:02:22 UTC,2019-08-15 06:05:47 UTC,completed,windows,Chrome 76.0.3809.100,6d7c1070-9ed5-11e8-aefa-422ca4658922,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,9,3,4,3,5,4,2,4,4,4,3,3,,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,....,...
2019-08-15 15:36:23 UTC,2019-08-15 15:49:09 UTC,completed,android,Firefox 68.0,701e4160-a07c-11e8-a8eb-40e697a9873a,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,8,4,3,3,4,3,3,4,4,5,3,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Emme ole tyytymättömiä,On jo enemmän kuin tarvimme
2019-08-15 17:49:06 UTC,2019-08-15 17:51:55 UTC,completed,ios,Safari 12.1.1,8472fce0-a0a0-11e8-b368-84607167d447,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,9,2,2,NA,5,4,4,4,4,3,4,4,,,Kortinlukija,,,,,,Kirjanpitotyökalut,,,,,,,,,,En ole tyytymätön.,En kaipaa
2019-08-15 19:45:33 UTC,2019-08-15 19:47:31 UTC,completed,ios,Safari 12.1,8277e340-a06b-11e8-a1cc-ae1c045c43b6,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiaalisen median,8,9,3,5,NA,5,4,4,5,3,5,5,5,Myynnin seuranta- ja analysointityökalut,,,,,,,Työntekijöiden hallintatyökalut,Kirjanpitotyökalut,,,,,,,,,,Ei mitään kom,Kaikki ok
2019-08-16 09:31:21 UTC,2019-08-16 09:33:27 UTC,completed,android,Chrome 76.0.3809.89,11cbd91c-78c9-11e9-959e-e7167e2f91af,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,9,9,3,4,NA,5,NA,1,5,5,4,4,4,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,Kirjanpitotyökalut,,,,,,,,,,Asiakaspalvelun hitaus,En osaa sanoa
2019-08-16 17:46:12 UTC,2019-08-16 17:48:30 UTC,completed,ios,Safari 12.1.1,d593aa8a-798e-11e9-ac77-0ae4903b65f4,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),9,9,2,NA,NA,NA,NA,NA,5,5,5,2,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,Yritysten rahoitus,,,,,,,,,,,,,Ei ole mitään,Rahoitus
2019-08-18 16:38:37 UTC,2019-08-18 16:41:38 UTC,completed,android,Chrome 76.0.3809.111,ab399eaa-7b07-11e9-bd8d-b1efd52c5a32,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,8,8,4,5,NA,5,NA,5,4,3,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,,,,,,,,,,,,,Kortinlukija ei aina yhdistä puhelimeen.,En kaipaa
2019-08-18 16:41:24 UTC,2019-08-18 16:45:49 UTC,completed,ios,Safari 12.1.1,fd668494-7b21-11e9-ab8b-2f25f1173a0c,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,9,9,4,4,4,4,4,4,4,4,4,4,4,,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Kuitit menevät asiakkaille nopeasti sähköpostiin ja tekstiviestinä,Ei ole tullut mitään mieleen
2019-08-18 17:08:37 UTC,2019-08-18 17:11:48 UTC,completed,ios,Safari 12.1.1,135b2c80-7af2-11e9-8d66-931a7aa6b530,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,7,8,3,3,3,4,NA,NA,4,4,2,1,4,,,Kortinlukija,,,,,,,,,,,,,,,,Pankkitilillä ei näy maksajaa.,En osaa sanoa
2019-08-19 16:45:55 UTC,2019-08-19 16:58:18 UTC,completed,windows,Firefox 68.0,80e6e920-a383-11e8-b5ff-834dc9d49d8e,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,8,8,4,5,3,5,4,3,5,5,2,2,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,,,,,,,,,,,,,"Tarvitsisin selkeän kuukausiraportin tulostuksen kirjanpitoon, mutta en ole sitä onnistunut tulostamaan myizettle-palvelusta. Siinä pitäisi näkyä tilitykset ja perityt provisiot ja tiliotteen lopussa yhteenveto. Jos tapahtumia on paljon ei raportin tulostaminen onnistu kun selaimen tulostus näyttää vain yhden sivun eikä palvelussa ole tulosta-painiketta.
Myös provisio on isompi kuin kilpailijalla, mutta siedettävä kuitenkin.

Muuten olen erittäin tyytyväinen.",vrt. edellinen vastaukseni
2019-08-19 17:13:14 UTC,2019-08-19 17:16:24 UTC,completed,android,Chrome 66.0.3359.126,9050af80-a39d-11e8-9e11-ab55228548c5,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internethaulla (Google),9,9,4,5,5,5,4,5,5,5,5,4,4,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,En ole,En kaipaa
2019-08-19 18:40:51 UTC,2019-08-19 18:43:08 UTC,completed,windows,Microsoft Edge 18.18362,7dd0544c-7ba5-11e9-b42e-c290be492642,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),9,9,4,4,3,4,4,4,4,4,4,4,4,,,,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,En ole,En kaipaa
2019-08-20 14:45:26 UTC,2019-08-20 14:48:14 UTC,completed,android,Chrome 67.0.3396.87,52744f80-90fd-11e8-8d7e-dc5d3c177d6f,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiaalisen median,6,5,3,3,3,3,3,3,3,3,3,3,3,,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Saisi olla edullisempi,Ok
2019-08-20 17:00:49 UTC,2019-08-20 17:08:23 UTC,completed,android,Firefox 68.0,ec92fdf0-7c7f-11e9-9c5a-5b1e0dee2ace,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,10,10,5,5,5,5,5,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,"En ole tyytymätön, mutta ihmettelin juuri tänään sitä, etten saanutkaan hyvitettyä käteismaksua. Salasanani ei kelvannut. En ehtinyt selvittää asiaa sen tarkemmin, mutta jäin miettimään, että mitä salasanaa kysyttiin, tilin, sovelluksen vai minkä? En ole näissä asioissa kovin nokkela...","Palvelu on hyvä, todella hyvä!"
2019-08-20 17:43:01 UTC,2019-08-20 17:44:48 UTC,completed,mac,Safari 12.1.2,f02b7fa4-7ccb-11e9-bd34-79ec57ceb75a,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,9,9,4,4,4,3,3,4,4,4,4,4,4,,,Kortinlukija,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,'-,'-
2019-08-21 05:26:33 UTC,2019-08-21 05:28:52 UTC,completed,ios,Chrome 76.0.3809.81,248681de-7cec-11e9-a314-d3e0674350e5,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Verkkomainoksen,10,10,5,5,5,2,3,5,4,4,5,5,5,,,,,,,,,Kirjanpitotyökalut,,,,,,,,,,Hieno systeemi,Hyvin toimi.. aakuu to tehkas
2019-08-21 11:18:12 UTC,2019-08-21 11:21:54 UTC,completed,windows,Chrome 76.0.3809.100,f30baca2-7b23-11e9-9d82-4c98c1459d7f,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,8,10,5,5,5,5,5,4,5,5,2,5,5,Myynnin seuranta- ja analysointityökalut,,,,,,,,Kirjanpitotyökalut,,,,,,,,,,Ei mitään osa-aluetta.,"En tiedä onko osaamattomuudestani, mutta päiväraporttiin yritin lisätä ""tiliöinti""-osuuden - en saanut lisättyä.... ehkä joskus osaan"
2019-08-21 15:29:37 UTC,2019-08-21 15:34:12 UTC,completed,windows,Chrome 76.0.3809.100,f682b920-7c4f-11e9-af86-3e385d155fba,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,10,10,5,5,5,4,4,4,4,5,5,3,NA,,,,,Kassajärjestelmä,,,,,,,,,,,,,,Olen tyytyväinen,Toistaiseksi kaikki ok
2019-08-21 17:54:56 UTC,2019-08-21 17:58:05 UTC,completed,android,Chrome 76.0.3809.111,42c9e8b0-a552-11e8-9bc0-a8cef7a42559,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internethaulla (Google),9,10,3,5,NA,5,5,4,5,5,5,4,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Emme ole mihinkään erittäin tyytymättömiä,Lahjakorttitoiminto maksuvaihtoehtona
2019-08-22 07:30:27 UTC,2019-08-22 07:35:34 UTC,completed,windows,Firefox 68.0,2d9c48a0-a54a-11e8-a201-abf3e7d177d7,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,10,10,3,4,3,3,4,4,4,5,5,4,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Kaikki on sujunut.,Kaikki ok.
2019-08-23 04:28:07 UTC,2019-08-23 04:31:10 UTC,completed,android,Chrome 76.0.3809.111,b238d970-a5f9-11e8-a3b2-b3234c203389,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,8,8,3,3,4,4,3,NA,4,4,4,3,NA,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,Tietenkin provikka voisi olla pienempi :),Eipä tule mieleen
2019-08-23 05:18:34 UTC,2019-08-23 05:23:16 UTC,completed,windows,Chrome 76.0.3809.100,a5335cc6-7de1-11e9-a8b3-13df50db5018,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,8,8,4,4,3,3,3,4,3,3,4,1,2,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Pienyrittäjälle varsinkin tuo provikka tuntuu suurelta - n. 2%! Täytyy miettiä vaihtoehtoja vielä...,Yhteensopivuus Eneroc Oy:n Ajas-ohjelmiston kanssa.
2019-08-23 17:10:40 UTC,2019-08-23 17:13:14 UTC,completed,ios,Safari 12.1.2,71693584-7ebb-11e9-9762-e7d7c6ede0e6,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,9,9,NA,4,NA,3,4,4,5,5,4,2,5,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,Kirjanpitotyökalut,,,,,,,,,,Olen erittäin tyytyväinen,En kaipaa mitään lisää
2019-08-23 21:47:14 UTC,2019-08-23 21:49:42 UTC,completed,ios,Safari 12.1.1,93984b10-a6ab-11e8-945d-9240ec075df4,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,8,9,NA,NA,NA,5,NA,NA,5,4,4,3,NA,,,Kortinlukija,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,välillä pihelin (iphone) ei löydä kortinlukijaa kun ne molemmat käynnistetään uusiksi.,'-
2019-08-24 16:12:03 UTC,2019-08-24 16:19:11 UTC,completed,ios,Safari 12.1.2,62a51220-a78e-11e8-b377-41250bd48904,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,7,7,NA,4,NA,4,NA,5,4,2,4,4,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"Kortinlukijassa vähän väliä toimintahäiriöitä! Olen joutunut vaihtamaan lukijan kahdesti. Toisella kerralla luvattiin lähettää takuulaite, joka on uudempi? Sain samanlaisen häiriöherkän laitteen kuin ensimmäinen, joka meni rikki staattisesta kipinästä asiakkaan maksaessa.",En mitään.
2019-08-24 17:58:21 UTC,2019-08-24 18:00:36 UTC,completed,ios,Safari 12.1.2,48236b00-a7b5-11e8-a783-edfb5551121c,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internethaulla (Google),9,9,5,5,5,4,5,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,,,,,,,,,,,,,,,Viikonopun tilitykset,Ok
2019-08-24 19:49:24 UTC,2019-08-24 19:54:04 UTC,completed,windows,Firefox 67.0,ec216370-7f04-11e9-b305-3640248a9510,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),9,9,3,5,NA,4,4,4,4,4,5,1,4,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Provisio tuntuu paikoin kohtuuttomalta. Se voisi laskea yksittäisen tapahtuman olessa summaltaan suurempi. Yli 5 €/tapahtuma on rosvousta oli summa mikä hyvänsä.,"Kuten edellisessä mainitsin, progressiivisesti aleneva provisiomaksu."
2019-08-25 05:57:50 UTC,2019-08-25 05:59:01 UTC,completed,ios,Safari 12.1,f010bf30-a61a-11e8-9013-e703475eaaa9,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internethaulla (Google),10,10,5,5,5,5,5,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Kaikki sujuu!,Ei tule mieleen mitään.
2019-08-25 10:13:12 UTC,2019-08-25 10:14:55 UTC,completed,android,Chrome 67.0.3396.87,58694440-a0a2-11e8-8fb3-688158fd13ad,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiaalisen median,8,8,4,4,3,5,3,3,4,4,5,4,4,,,Kortinlukija,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,.,.
2019-08-26 05:28:11 UTC,2019-08-26 05:31:18 UTC,completed,windows,Chrome 76.0.3809.100,440eca18-7d58-11e9-8663-5e978e3ea7ea,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,10,10,5,5,4,3,4,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Hyvin toimii. Olen tyytyväinen.,En kaipaa muuta.
2019-08-26 05:37:17 UTC,2019-08-26 05:40:03 UTC,completed,android,Chrome 76.0.3809.111,68311240-a624-11e8-88f3-ff7d2361d293,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,10,10,4,5,NA,5,NA,5,5,5,5,5,NA,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,Kirjanpitotyökalut,,,,,,,,,,En ole tyytymätön mihinkään toistaiseksi.,Ei ole tullut mieleeni
2019-08-26 06:35:40 UTC,2019-08-26 06:40:14 UTC,completed,android,Chrome 67.0.3396.87,1874d37e-7fe3-11e9-9711-f5edb780a739,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,1,1,5,5,NA,5,NA,1,NA,1,5,3,5,Myynnin seuranta- ja analysointityökalut,,,,,,,,,,,,,,,,,,"Kortinlukija eli maksulaite ei toimi, asiakaspalvelu ei vastaa viesteihin. Elikä en ole saanut käyttää laitetta yli viikko. Todella harmi! Saisinko täältä kautta jonkun ratkaisun?",
2019-08-26 11:39:06 UTC,2019-08-26 11:41:17 UTC,completed,android,Chrome 76.0.3809.111,5c3f0bc0-8835-11e8-8275-1dbdb750340c,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiaalisen median,8,9,3,4,1,3,3,4,4,4,5,5,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Huawein puhelimien kanssa ongelmia: ei aina löydä izettleä,
2019-08-26 15:37:37 UTC,2019-08-26 15:39:06 UTC,completed,ios,Safari 12.1.1,42363440-a970-11e8-84c5-a97d2dd30a89,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,10,10,NA,5,5,5,5,5,5,5,5,5,5,,,,,,Yritysten rahoitus,,,,,,,,,,,,,En ole,En
2019-08-27 13:34:36 UTC,2019-08-27 13:36:54 UTC,completed,ios,Safari 12.1.2,46e68bc0-a795-11e8-83e2-030a9fb19b38,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,10,10,5,5,5,5,5,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,,,,,,,,,,,Helppo käyttöinen,Olen tyytyväinen
2019-08-27 15:33:04 UTC,2019-08-27 15:38:57 UTC,completed,windows,Internet Explorer 11.0,b8a850c0-a9ea-11e8-8f66-26914e934480,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internethaulla (Google),9,10,4,5,3,4,5,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,"Olen tyytyväinen, ei ole valittamista.",Tarjouksia voisi olla vaikka tulostimista ym.
