Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. How did you find out about iZettle?,"2. 2. Overall, how satisfied are you with iZettle, on a scale from 1 to 10?",3. 3. How likely is it that you would recommend iZettle to a friend or colleague?,"4.1. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Deposits","4.2. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: The total amount you can accept per card payment","4.3. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Communication efforts (e.g., about new features iZettle releases, tips & tricks, account updates)","4.4. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Your account on my.izettle.com","4.5. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Customer support","4.6. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Taking payments","4.7. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Compatibility with accessories (e.g., printers, stands, barcode scanners, etc.)","4.8. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Transaction fees","4.9. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Sales reports","4.10. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Card reader","4.11. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Offering your customers a receipt","5. 5. Which of the following products, services or solutions do you know or think that iZettle can offer small businesses?",,,,,,,,,,,6. 6. We are always looking to grow and improve the service for our customers. Please explain below if there is anything you are particularly dissatisfied with:,7. 7. We are always looking to grow and improve the service for our customers. Please explain below if there is any functionality in our service that you are missing today:
2019-08-22 18:32:07 UTC,2019-08-22 18:34:10 UTC,completed,android,Chrome 65.0.3325.109,a3548660-a645-11e8-b6f7-9bd42f6fa958,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,I paid for something with iZettle or saw someone else do so,10,10,5,5,4,4,4,5,NA,4,NA,5,5,,,,Card Reader,,Point-of-sale system,,,,,,Nothimh,Np
2019-08-22 18:33:09 UTC,2019-08-22 18:36:10 UTC,completed,windows,Chrome 76.0.3809.100,bfc9ec82-7a51-11e9-8744-8d2cfa13560e,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,NA,5,5,5,5,5,5,5,5,5,5,,,,Card Reader,Invoicing,Point-of-sale system,,,,,,nothing,nothing
2019-08-22 19:14:41 UTC,2019-08-22 19:16:57 UTC,completed,ios,Safari 12.1.2,e83c1f8e-7e28-11e9-b259-d055183220d0,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,6,8,4,4,4,4,4,4,4,4,4,4,4,,,,Card Reader,Invoicing,Point-of-sale system,,,Tools to manage inventory,,,Speed of payment could be next day,None
2019-08-22 20:33:08 UTC,2019-08-22 20:35:29 UTC,completed,ios,Safari 12.1.1,7012ea30-7dfe-11e9-ab79-3686927448e4,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),10,10,5,5,5,5,5,5,NA,5,5,5,5,,,,,,,,,,,None of the above,Small pop up cafe owner. Very pleased with ease of use for card payments. Thank you.,None thank you
2019-08-22 20:54:54 UTC,2019-08-22 20:57:52 UTC,completed,ios,Safari 12.0,11cb31fc-7e22-11e9-a186-d2e769332d38,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),8,8,5,5,4,5,5,3,NA,5,5,3,NA,,,,,Invoicing,,,,,Accounting tools,,The lack of connection. Sometimes I can’t connect.,No.
2019-08-22 21:01:42 UTC,2019-08-22 21:03:38 UTC,completed,ios,Safari 12.1.2,0f86a3b4-7e76-11e9-ba62-814e9a902882,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,9,10,5,5,5,5,NA,5,5,4,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,,Tools to track and analyze sales,,,,,N/A,N/A
2019-08-22 21:25:03 UTC,2019-08-22 21:28:44 UTC,completed,ios,Safari 10.0,d48095a0-a63e-11e8-90d0-85c2b2930a19,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),10,10,5,5,NA,5,NA,5,NA,3,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,Point-of-sale system,Tools to track and analyze sales,,,,,"Have a battery that lasts longer
Be able to hook up and be used by 2 phones at once",Use with 2 separate phones
2019-08-22 21:46:59 UTC,2019-08-22 21:50:26 UTC,completed,android,Chrome 67.0.3396.87,85716bb0-7e51-11e9-9f82-684f2a1f425b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,4,5,5,5,4,5,NA,4,NA,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,Point-of-sale system,,,,,,Nothing,Nothing
2019-08-22 22:08:15 UTC,2019-08-22 22:10:43 UTC,completed,ios,Safari 12.1.2,4b30dc96-7e43-11e9-b4d3-11539e15e5ad,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,10,10,5,5,4,5,5,5,4,5,5,5,5,,,,,,,,,Tools to manage inventory,,,Nothing,None
2019-08-23 06:18:10 UTC,2019-08-23 06:20:54 UTC,completed,ios,Safari 12.1.2,cee7596a-7e08-11e9-9441-3af8f3c13096,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,NA,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,Employee management tools,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,Business financing,Tools to manage inventory,Accounting tools,,Excellent service I love my izettle,None
2019-08-23 08:13:06 UTC,2019-08-23 08:17:26 UTC,completed,ios,Safari 12.1.2,714f5c30-a5ff-11e8-a59b-e83b46537f79,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,NA,NA,NA,5,NA,5,5,NA,NA,, Loyalty/CRM add-on,,,,,,,,,,Not dissatisfied with anything,Nothing missing
2019-08-23 10:29:43 UTC,2019-08-23 10:32:51 UTC,completed,ios,Safari 12.1.2,6f448dda-7e4d-11e9-a1ed-911bcd3f845c,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),10,10,5,5,4,5,NA,5,NA,4,5,5,NA,,,,Card Reader,Invoicing,,,Business financing,,,,None,None
2019-08-23 11:35:58 UTC,2019-08-23 11:39:02 UTC,completed,windows,Firefox 68.0,a14122a0-a156-11e8-a4fb-222c61a00d04,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,5,4,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,Point-of-sale system,,,Tools to manage inventory,,,None,None
2019-08-23 13:19:51 UTC,2019-08-23 13:26:17 UTC,completed,windows,Internet Explorer 11.0,6dc5be40-a615-11e8-be2c-70455a87e42d,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),7,9,3,5,2,2,NA,4,1,2,3,4,2,,,,Card Reader,,Point-of-sale system,,,,,,My online account is often not working - I don't know if this is because I still use Internet Explorer or not but it can be a pain,Being able to print out a customisable receipt on a standard printer. As a health care professional I need to add certain information (billing numbers and registration numbers etc) for insurances to accept them. Your receipt machine doesn't allow all this information so I didn't purchase one - being able to print it out on a standard printer would be helpful
2019-08-23 15:23:45 UTC,2019-08-23 15:29:33 UTC,completed,ios,Safari 10.0,478dee90-a701-11e8-9717-d1175702dd5a,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online ads,8,7,5,4,3,4,3,4,4,3,NA,4,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,,,,,,,Please add small receipt printer on,See before message
2019-08-23 15:26:28 UTC,2019-08-23 15:28:35 UTC,completed,android,Chrome 67.0.3396.87,1f89ddb0-a719-11e8-9309-b47d0e7d2dcc,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,4,5,5,5,5,4,5,5,5,, Loyalty/CRM add-on,,,,,,,,,,Extra handsets at a reduced cost,Nothing thank you
2019-08-23 15:31:34 UTC,2019-08-23 15:34:47 UTC,completed,android,Chrome 76.0.3809.111,4570ba40-a709-11e8-a89e-0c64edb402ee,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Television,10,10,5,5,5,5,5,5,NA,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,Nothing,Nothing
2019-08-23 15:33:40 UTC,2019-08-23 15:35:39 UTC,completed,ios,Safari 12.1.2,099493f0-a729-11e8-ad04-72d5cc3e3847,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),10,10,4,5,4,5,5,5,NA,4,5,5,5,, Loyalty/CRM add-on,,,,,,,,,,I am not dissatisfied with anything,N/a
2019-08-23 17:50:05 UTC,2019-08-23 17:52:32 UTC,completed,ios,Safari 12.1.2,cb1b8690-a522-11e8-8e1e-edd5d51d8974,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,I paid for something with iZettle or saw someone else do so,8,8,5,5,NA,5,5,2,NA,4,5,5,4,,,,,,Point-of-sale system,,,,,,All good,None
2019-08-23 20:17:26 UTC,2019-08-23 20:22:49 UTC,completed,ios,Safari 10.0,eabd6fd0-a717-11e8-a876-dd268d4b03cb,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online ads,9,9,5,5,3,5,NA,4,NA,4,5,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,No,Facility to give receipts
2019-08-23 23:01:51 UTC,2019-08-23 23:03:53 UTC,completed,android,Chrome 76.0.3809.111,621a9660-a6d3-11e8-a7f1-4bb527a9f62b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,9,9,4,5,3,4,NA,4,4,4,4,4,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,,,,,,Nothing,Nothing
2019-08-24 00:08:45 UTC,2019-08-24 00:12:19 UTC,completed,android,Chrome 76.0.3809.111,3e953cc0-a720-11e8-b989-f041075abedb,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,I paid for something with iZettle or saw someone else do so,8,8,3,4,4,4,4,4,4,3,4,4,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,Employee management tools,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,Business financing,Tools to manage inventory,Accounting tools,,The wait time for deposits over a weekend or bank holiday,No
2019-08-24 06:41:19 UTC,2019-08-24 06:44:11 UTC,completed,ios,Safari 12.1.2,32015a9e-7f1e-11e9-b5aa-beae17e958b1,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,10,10,5,5,5,5,5,5,5,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,Point-of-sale system,,,,,,Nothing best decision I ever made getting a card reader,None
2019-08-24 11:04:41 UTC,2019-08-24 11:07:24 UTC,completed,ios,Safari 12.1.2,4d496328-7ed8-11e9-a5a5-ab7fce547c6f,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,10,10,4,5,5,5,5,5,5,4,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,,,,,,,Nothing,Satisfied
2019-08-24 11:30:49 UTC,2019-08-24 11:35:46 UTC,completed,android,Chrome 72.0.3626.121,c9963ca6-7f02-11e9-b946-3a465e8058c6,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),10,10,5,5,5,5,NA,5,NA,5,NA,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,,,,,,,"There is nothing that I've been dissatisfied with, so far.",There's nothing that I feel that I'm missing.
2019-08-24 13:10:51 UTC,2019-08-24 13:12:29 UTC,completed,android,Chrome 76.0.3809.111,d1b4f8a0-a6e5-11e8-be42-1fef7342caca,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online ads,9,9,5,5,5,5,5,5,NA,5,NA,5,4,, Loyalty/CRM add-on,,,,,,,,,,No.,No
2019-08-24 16:14:10 UTC,2019-08-24 16:15:47 UTC,completed,ios,Safari 12.1.2,191b2d80-a7b9-11e8-be0a-5a93b4c4ae44,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,8,8,2,5,5,5,NA,5,NA,5,5,3,5,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,,Card Reader,,,,,,,,Deposits need to be quicker,No
2019-08-24 17:36:06 UTC,2019-08-24 17:39:50 UTC,completed,ios,Safari 12.1.1,2e14058e-7e70-11e9-a7a6-5b9d122d0e0b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,8,5,5,5,5,5,5,5,5,5,5,5,,,,Card Reader,,,,,,,,There is nothing that I am dissatisfied with,Nothing thank you
2019-08-24 20:01:10 UTC,2019-08-24 20:03:24 UTC,completed,ios,Safari 12.1.2,13731d12-7fcb-11e9-865e-cc68e2cf540e,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,4,5,NA,5,NA,4,4,5,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,Invoicing,,,,,,,Nothing,Nothing
2019-08-24 21:18:36 UTC,2019-08-24 21:23:37 UTC,completed,android,Chrome 76.0.3809.111,81a62b58-7cba-11e9-bbb2-98be0cac568c,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),8,8,2,5,4,5,5,4,NA,3,5,5,NA,,,,,,,,,,,None of the above,You say the money is paid into my account in 1 to 2 days in reality its 4 days,
2019-08-25 06:10:25 UTC,2019-08-25 06:16:23 UTC,completed,ios,Safari 12.1.2,6ff43750-a723-11e8-afe4-75e4053b7395,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,8,8,4,NA,4,3,NA,2,2,3,4,2,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,Employee management tools,,,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,"Hi, generally satisfied. But the card reader crashes every single time on the first sale/connection of the day.

Customer goes to pay, and it always says transaction failed on every single first transaction of the day. 

The only way to fix issues is to close app. Turn off reader, turn back in again, and then reboot app, delete from cart and then add again. 

Quite embarrassing to be fair. 

Any advice. 

Apart from that I’m generally satisfied.

Michael","Do the app to automatically open on the payment screen NOT reports! 

As not very professional if customer happens to over see. And would make transactions smoother and faster rather than having to go to menu, each and every time."
2019-08-25 07:10:59 UTC,2019-08-25 07:13:26 UTC,completed,android,Chrome 67.0.3396.87,b6b311a0-a793-11e8-a0d3-7d31b5a87747,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,9,9,5,5,5,5,5,5,NA,5,NA,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,Happy,Happy
2019-08-25 16:03:57 UTC,2019-08-25 16:08:25 UTC,completed,ios,Safari 12.1.2,5b18cd10-a867-11e8-af47-a919e118fea8,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),10,10,5,5,NA,4,5,5,NA,4,NA,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,Business financing,Tools to manage inventory,,,I’ve never had a bad experience yet. As long as transactions are in my account within a few days then I’m happy.,"I miss it all the time, but add description to receipts would be handier if it prompted you to write something."
2019-08-25 16:12:01 UTC,2019-08-25 16:16:02 UTC,completed,ios,Safari 12.1.2,c7d2bc90-a835-11e8-86aa-ef481c217e3b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,3,3,3,5,3,4,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,,,,Very happy with all the elements of the iZettle system,Not that I can think of
2019-08-25 16:34:29 UTC,2019-08-25 16:37:38 UTC,completed,android,Chrome 76.0.3809.111,57982840-a85b-11e8-8366-67bb552ad2fb,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),10,10,5,5,4,5,5,5,3,5,4,5,2,,,,,,,,,,,None of the above,Nothing,Na
2019-08-25 16:58:47 UTC,2019-08-25 17:04:15 UTC,completed,windows,Chrome 76.0.3809.100,90f41210-a898-11e8-b90d-540e88763067,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,7,7,2,NA,NA,4,3,4,NA,NA,5,4,4,,,,,,,,,,,None of the above,"Fees could be lower as with Sum Up, and quicker payments.  Have to wait several days which is sometimes inconvenient.",Not all applicable to me as do not take my own payments.
2019-08-25 19:21:46 UTC,2019-08-25 19:28:05 UTC,completed,windows,Chrome 75.0.3770.100,20c8422a-808a-11e9-a5e9-7b6586d97a27,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,9,5,4,4,4,4,4,NA,4,4,4,NA,,,,Card Reader,,,,,,,,"Really pleased with izettle, just wish my techy skills were better as i panic sometimes! (I'm in my 70's, and my family are v proud of how I manage the izettle! If I can do it anyone can!)",just happy with keeping it simple
2019-08-25 20:49:37 UTC,2019-08-25 20:56:41 UTC,completed,android,Chrome 76.0.3809.111,8ccfa852-808d-11e9-a466-29bd9859ef19,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online ads,9,9,4,5,5,5,NA,5,3,4,5,5,2,,,,Card Reader,Invoicing,,,,,,,I would like to see a fairer priced bluetooth receipt printer.,None
2019-08-26 05:53:50 UTC,2019-08-26 06:03:23 UTC,completed,ios,Safari 12.1.2,9a05ad90-a6cd-11e8-97c7-752711a6f027,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online ads,7,7,4,4,4,4,3,4,2,3,3,4,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,Business financing,,,,You get what you pay for. I dont have the turn over for a pro vetsion but i think it would probably help. Restricted in many areas for a small cafe. EG. Stock inventory wont work for a cheese sandwich which comes with complimentary half bag of crisps or beef chilli with nachos etc etc. Used staff logins and till went haywire printing code and extremely long receipts. Sales reports are useful but only so far. Etc etc,See previous response
2019-08-26 09:00:24 UTC,2019-08-26 09:02:18 UTC,completed,windows,Chrome 76.0.3809.100,701942c2-7ff7-11e9-9c31-d4d205a381a0,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),9,9,4,4,4,4,NA,5,4,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,Point-of-sale system,,,,,,non,n/a
2019-08-26 09:11:05 UTC,2019-08-26 09:12:26 UTC,completed,android,Chrome 76.0.3809.111,4ce17416-8068-11e9-b17b-285c1675ab59,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),9,9,4,5,5,5,5,5,5,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,Point-of-sale system,,,,,,Na,Na
2019-08-26 13:12:59 UTC,2019-08-26 13:15:48 UTC,completed,android,Chrome 67.0.3396.87,c1d063dc-7f9f-11e9-9960-d05c270323fc,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),7,7,3,5,5,5,5,5,5,3,4,5,5,,,,Card Reader,,,,,,,,Takes a while for deposits to reach account,No
2019-08-26 14:32:45 UTC,2019-08-26 14:36:00 UTC,completed,windows,Chrome 76.0.3809.100,ae09bbc0-a717-11e8-887b-0f45d0fe6a60,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,1,5,NA,4,NA,5,5,5,NA,,,,Card Reader,Invoicing,,,,,,,na,na
2019-08-26 15:33:59 UTC,2019-08-26 15:36:04 UTC,completed,ios,Safari 12.1.2,40fe5b10-a971-11e8-be90-da3783ec42ec,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,I paid for something with iZettle or saw someone else do so,9,9,5,5,3,4,NA,4,NA,2,4,5,3,,,,Card Reader,Invoicing,Point-of-sale system,,Business financing,,,,Fees,None
2019-08-26 15:48:21 UTC,2019-08-26 15:55:55 UTC,completed,chrome_os,Chrome 75.0.3770.144,bf651360-a96a-11e8-809c-f0e17c09eff4,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),8,8,4,4,4,4,3,5,5,3,5,2,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,,,,Tools to manage inventory,Accounting tools,,i was disappointed that my card reader just for no apparent reason stopped working- according to online information the sad face icon being displayed meant it had been dropped or damaged- it doesn't get used every week as we have a mobile bar and attend festivals so not sure how it got damaged as lives in a special bag with ipad when in transit- wasn't even a year old and had to be replaced,"obviously as i am not a big user - yet1 ! and i dont have the premium service i couldn't get any support to resolve issue with damaged reader and just had to purchase another as needed it to trade with, as office not open to standard customers at weekends"
2019-08-26 17:21:30 UTC,2019-08-26 17:33:06 UTC,completed,mac,Safari 12.1.2,b8e97780-a931-11e8-9ee2-439839e41898,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,NA,5,NA,4,NA,5,5,,,,,Invoicing,,,,,,,The only thing is I am a Licensed London Taxi driver and by law we have to have an approved printer fitted in the back of the taxi. iZettle are not on the approved list of printers so I have to give a hand written receipt. Most people are ok with this. I have only had one fare ask me for an email receipt. Please give me your thoughts on this. In spite of Uber most people who take taxis pay by card. This would be a good market for iZettle. Thanks for your time. Larry Miller.,Refer to answer 6.
2019-08-26 18:13:17 UTC,2019-08-26 18:15:29 UTC,completed,ios,Safari 12.1.1,614d6506-8124-11e9-bad6-9f939427d0c4,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,NA,5,NA,3,5,5,NA,,,,Card Reader,,,,,,,,Nothing at all,Nothing at all
2019-08-26 18:18:47 UTC,2019-08-26 18:21:30 UTC,completed,ios,Safari 12.1.2,a535d800-8135-11e9-a694-f1f2304baf97,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),10,10,5,4,4,5,5,5,NA,3,4,5,3,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,,,,,,,I would like a very small printer with the card reader instead of having to email them,As previous
2019-08-26 18:42:56 UTC,2019-08-26 18:46:36 UTC,completed,ios,Safari 12.1.2,b8cc2d1c-8151-11e9-b9a6-117cc4b3a26b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,8,8,4,5,4,4,4,4,NA,4,3,4,NA,,,,Card Reader,,,,,,,,"Sometimes cannot get signal ,had a show and no service from three different phones",Take off vat automatically
2019-08-26 18:47:05 UTC,2019-08-26 18:50:24 UTC,completed,ios,Safari 12.1.2,1d516450-816b-11e9-aeb5-6d87528fed80,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,5,4,3,4,3,4,4,4,3,4,4,4,4,,,,,,Point-of-sale system,,,,,,Payments for a small business need to hit account quicker. Eg Thursday just Tuesday that’s ridiculous,Getting money into accounts quicker earn Thursday hits Tuesday is to long to wait
2019-08-26 18:51:09 UTC,2019-08-26 18:54:37 UTC,completed,ios,Safari 12.1.2,df73e06e-813c-11e9-9a3d-4dbe90daa01d,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,NA,5,NA,5,NA,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,Business financing,,,,Lack of ability to print a small receipt when away from home (I’m a taxi driver).,Receipt printing
2019-08-26 20:49:51 UTC,2019-08-26 20:54:54 UTC,completed,mac,Safari 11.1.2,422eb6a4-8131-11e9-b66c-c1469f5ed1ae,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),9,10,NA,4,5,5,3,4,3,5,3,4,3,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,we often find the connection between a phone and the reader is hard to set up,none
2019-08-26 20:51:52 UTC,2019-08-26 20:54:23 UTC,completed,ios,Safari 12.1.2,770d9afa-814c-11e9-b63d-602fa1a5c382,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,5,4,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,Nothing,Nothing
2019-08-26 22:10:56 UTC,2019-08-26 22:14:57 UTC,completed,ios,Safari 12.1.1,64fe8dde-813c-11e9-b260-7de0329ef354,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,NA,5,NA,4,5,5,NA,,,,,,Point-of-sale system,,,,,,I love my reader as I do very few fairs and don’t need to pay a monthly fee which would render another brand useless to me. Payments are super fast and easy to do.,I need to find out how to connect a receipt printer to my reader as some customers prefer printed proof of purchase.
