Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Comment avez-vous entendu parler d'iZettle ?,"2. 2. Dans l'ensemble, quel est votre niveau de satisfaction vis-à-vis d'iZettle sur une échelle de 1 à 10 ?",3. 3. Quelle est la probabilité que vous recommandiez iZettle à un ami ou à un collègue ?,"4.1. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des lecteurs de carte","4.2. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Aux frais de transaction","4.3. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des rapports d'activité","4.4. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À votre compte sur my.izettle.com","4.5. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Aux virements","4.6. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : D'accepter des paiements","4.7. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À notre communication (par ex. à propos de nouvelles fonctionnalités, trucs & astuces, mises à jour)","4.8. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des reçus pour vos clients","4.9. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Du service client","4.10. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À la compatibilité avec les accessoires (par ex. imprimantes, supports, lecteur de code-barres, etc.)","5. 5. Parmi les produits, services ou solutions ci-dessous, lesquels, à votre avis, iZettle pourrait proposer aux petites entreprises ?",,,,,,,,,,,6. 6. Nous essayons constamment d'agrandir et d'améliorer nos services pour nos utilisateurs. Veuillez expliquer ci-dessous si il y a quelque chose en particulier dont vous n'êtes pas satisfait :,7. 7. Nous essayons constamment d'agrandir et d'améliorer nos services pour nos utilisateurs. Veuillez expliquer ci-dessous si il y a une fonctionnalité qui vous manque dans notre service aujourd'hui :
2019-08-20 19:27:04 UTC,2019-08-20 19:30:55 UTC,completed,windows,Firefox 68.0,070ba232-7ccf-11e9-9be9-2799b51f659f,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),10,10,5,3,5,5,5,5,2,5,5,NA,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,Outils comptables,,,Facturation,,Lecteur de carte,,,rien,mode de règlement par chéque
2019-08-20 19:43:23 UTC,2019-08-20 19:50:14 UTC,completed,ios,Safari 12.1.2,75addd30-a4b3-11e8-a979-bfd82d392fb9,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,7,6,3,3,4,3,2,3,4,4,4,NA,,,,Outils comptables,,,Facturation,,,,,La fragilité du terminal,Une imprimante pas trop chère
2019-08-20 20:14:36 UTC,2019-08-20 20:18:25 UTC,completed,ios,Safari 12.1.1,438f3cd4-7cd2-11e9-80ad-13b9df83a9c6,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",8,10,2,1,1,3,4,5,4,1,NA,NA,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,,Outils comptables,,,Facturation,,,,,L’application iZettle devrait apporter beaucoup plus d’outils de comptabilité et de SUIVI CLIENT. Nous vous donnons énormément sur 1 année entière. Si la concurrence propose 1application avec ces fonctionnalités je prendrais chez eux. Mais j’aimerais rester chez vous alors bouger vous les fesses,Idem
2019-08-21 05:06:17 UTC,2019-08-21 05:10:25 UTC,completed,ios,Safari 12.1.2,8ba80a3a-7c66-11e9-bd11-51db288dc8e4,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,7,7,4,2,5,5,3,4,3,4,4,NA,,,,Outils comptables,,,Facturation,,,,,Les commissions !!!!,Outils de facturation ++++
2019-08-21 07:18:39 UTC,2019-08-21 07:22:01 UTC,completed,ios,Safari 12.1.2,79646182-7cc7-11e9-9d74-c6b9c41d307f,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,9,9,5,4,5,4,5,4,4,5,4,NA,,,,,,,,,,Aucune des réponses ci-dessus,,,Pouvoir débiter une CB à distance
2019-08-21 08:31:02 UTC,2019-08-21 08:34:56 UTC,completed,mac,Chrome 76.0.3809.100,59cdc598-7ca9-11e9-8513-34c50b9c6df0,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,8,9,5,2,5,5,5,5,4,4,4,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,"Evidemment les frais de gestion sont importants (nous étions à 0,7% avec notre banque), et donc on fera le bilan à la fin d'une année pour savoir si on reste avec Izettle ou si on repart sur un TPE classique. Pour le reste, c'est vraiment super pratique, très agréable.",NOn rien ne manque pour l'usage que nous en avons.
2019-08-21 09:14:21 UTC,2019-08-21 09:21:41 UTC,completed,windows,Microsoft Edge 18.18362,3b31c450-a3dc-11e8-9ce2-8dd734407090,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,8,8,5,3,5,5,5,NA,4,3,5,NA,,,,,,,,,,Aucune des réponses ci-dessus,,"pas de souci majeur, juste trois petits quoiques
 je suis frontalier et si je passe en Espagne impossible d'encaisser 
 le prix de l'imprimante c'est un achat que j'aurais volontiers fait  mais pas à ce tarif
et l'indisponibilité de signalétique (autocollants)

dans l'ensemble bien pratique présent mais discret, simple d'utilisation",voir réponse page précédente
2019-08-21 18:41:39 UTC,2019-08-21 18:44:08 UTC,completed,ios,Safari 10.0,4e041d90-a458-11e8-83fe-d2666c71029b,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,6,7,3,5,3,3,5,3,3,3,3,3,,,,Outils comptables,,,,,,,,Le réseau ne pas pas toujours bien.,Le réseau.
2019-08-21 19:27:01 UTC,2019-08-21 19:29:34 UTC,completed,windows,Chrome 76.0.3809.100,20b00cf0-a552-11e8-ad4d-2780f7866742,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,8,5,1,4,4,4,4,3,4,NA,NA,,,,Outils comptables,,,,,,,,Tarif,non
2019-08-21 21:25:42 UTC,2019-08-21 21:32:29 UTC,completed,ios,Safari 12.1.2,2088c370-7d79-11e9-b340-0631ed114eb5,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),7,7,4,1,4,3,3,5,5,5,5,NA,,,Fonction de gestion de la fidélisation / CRM,,,,,,Lecteur de carte,,,"Je suis insatisfait sur le principe de la tva afficher en haut à droite de l’ecran lors de l’ecriture du montant à payer.  Il nous faut à chaque fois remettre tva à 5,5 % pour les gens comme moi qui vende de l’alimentaire. Si possible mettre dans les réglages la tva que l’on veut mettre en principale. Merci de votre compréhension.",Parfaitement parfait
2019-08-21 22:42:08 UTC,2019-08-21 22:47:29 UTC,completed,windows,Chrome 76.0.3809.100,d8869e90-7d90-11e9-8e96-15c0f14670b3,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,9,9,5,4,3,3,4,5,4,4,4,3,,,,,,,,,,Aucune des réponses ci-dessus,,rien de special,",,"
2019-08-21 23:04:32 UTC,2019-08-21 23:08:02 UTC,completed,android,Chrome 67.0.3396.87,f7fe4ef8-7d4f-11e9-b9f5-4042d0b98ff8,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),8,9,5,3,3,4,4,5,3,4,NA,NA,,,Fonction de gestion de la fidélisation / CRM,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,J'aimerai avoir accès au relevé des frais ( pièce comptable) depuis l'application.,Je n'ai besoin de rien de plus.
2019-08-22 05:47:56 UTC,2019-08-22 05:51:44 UTC,completed,windows,Chrome 76.0.3809.100,e30dcf82-7d31-11e9-b129-568de455d221,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),10,10,5,5,5,5,5,5,5,5,5,5,,,,,,,,,Lecteur de carte,,,Rien à signaler,non ça va pour moi
2019-08-22 06:32:16 UTC,2019-08-22 06:37:05 UTC,completed,windows,Chrome 76.0.3809.100,b08bc3c0-a54b-11e8-abae-9344b924aec9,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,10,10,NA,2,5,5,3,4,4,3,NA,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,le temps de reconnection au telephone,imprimante ticket
2019-08-22 11:05:48 UTC,2019-08-22 11:10:46 UTC,completed,android,Chrome 76.0.3809.111,97483bde-7d3e-11e9-a10e-51be64561c33,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Télévision,5,5,3,5,5,5,5,5,3,5,4,NA,Outils de gestion des stocks,,,,,,,,,,,"Problèmes de déconnections entre boîtier et téléphone très fréquemment, ce qui rend difficile son utilisation
Merci de me contacter",Connections constante
2019-08-22 16:34:54 UTC,2019-08-22 16:38:25 UTC,completed,windows,Chrome 76.0.3809.100,cfc18bf0-a607-11e8-8a26-dfcd97971f47,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,9,10,5,4,5,5,5,5,3,4,4,2,,,,Outils comptables,,,Facturation,,,,,NA,Encaissement des paiements CB sans la carte physique
2019-08-22 18:34:14 UTC,2019-08-22 18:36:03 UTC,completed,windows,Chrome 76.0.3809.100,c8eae7e0-a607-11e8-9c94-401c9a3a7011,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,9,4,4,4,4,4,4,4,4,4,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,ras,non
2019-08-22 19:14:15 UTC,2019-08-22 19:16:52 UTC,completed,ios,Safari 12.1.2,ef43e630-a602-11e8-ba25-8f55e56d6d33,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,8,4,2,3,4,4,4,2,NA,NA,NA,,,Fonction de gestion de la fidélisation / CRM,,,,,,,,,Frais trop élevés,Jauge de niveau batterie
2019-08-22 23:09:07 UTC,2019-08-22 23:23:26 UTC,completed,android,Chrome 76.0.3809.111,0a33e474-7e00-11e9-8a3c-6769761b4f7b,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",9,9,5,3,4,4,4,4,5,5,4,NA,,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,,,,Facturation,,,,,"Détail: il manquerait un ""total annuel"" en plus de mois et jour.",Idem
2019-08-23 15:25:51 UTC,2019-08-23 15:28:48 UTC,completed,windows,Opera 62.0.3331.116,1fb48610-a6eb-11e8-b6f5-f074636745a9,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),10,10,5,4,4,4,4,5,5,5,4,2,Outils de gestion des stocks,,,,,,Facturation,,Lecteur de carte,,,Je suis satisfait.,Il faudrait le relier au tiroir caisse.
2019-08-23 16:50:50 UTC,2019-08-23 16:54:48 UTC,completed,windows,Chrome 76.0.3809.100,3abf7380-a69a-11e8-baf9-616e072bd3e4,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Télévision,9,9,5,5,5,5,5,5,NA,5,NA,NA,Outils de gestion des stocks,,Fonction de gestion de la fidélisation / CRM,,,,Facturation,,,,,rien en particulier,rien
2019-08-23 17:48:14 UTC,2019-08-23 17:52:15 UTC,completed,mac,Chrome 76.0.3809.100,066890f0-a62f-11e8-ae80-ddc864e7446f,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,9,9,4,3,3,4,3,4,3,3,4,NA,,Outils de suivi et d'analyse des ventes,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,non,envoi de facture par E-mail
2019-08-24 18:08:52 UTC,2019-08-24 18:11:18 UTC,completed,ios,Safari 12.1.1,23c50000-a7c1-11e8-b801-02713cddbbbc,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Réseaux sociaux,9,10,5,3,3,4,4,4,4,4,4,NA,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,Système de point de vente,,,,Très bonne application que je recommanderais sans hésitez,Ras
2019-08-24 20:08:44 UTC,2019-08-24 20:12:51 UTC,completed,ios,Safari 12.1.2,f92e714e-800c-11e9-a7b0-c55bde4bddc2,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),8,8,3,2,4,3,5,5,3,1,3,3,,,,,,,,,,Aucune des réponses ci-dessus,,"Lorsque je souhaite entrer le n° de téléphone du client pour qu’il reçoive son reçu (parce qu’il n’est pas obligatoire qu’il possède un email) il persiste un bugg qui ne me permet pas d’effectuer l’envoi du reçu. 
C’est embêtant.",Pouvoir utiliser l’appareil à l’étranger.
2019-08-25 06:53:11 UTC,2019-08-25 06:56:13 UTC,completed,android,Chrome 76.0.3809.111,ade368d4-7fc1-11e9-84f9-9a3464e1bbbb,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),8,8,4,2,4,4,5,4,4,4,4,NA,,,,Outils comptables,,,Facturation,,,,,L'appareil lecteur de carte s'éteint trop rapidement. Il faut à chaque fois le rallumer et attendre la connexion avec le téléphone.,Aucune
2019-08-25 07:57:13 UTC,2019-08-25 08:00:11 UTC,completed,windows,Chrome 76.0.3809.100,51849b10-a774-11e8-8349-ca8acdd05369,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,8,9,5,3,3,4,5,5,3,4,NA,NA,Outils de gestion des stocks,,Fonction de gestion de la fidélisation / CRM,,,,,,,,,non,non
2019-08-25 15:21:59 UTC,2019-08-25 15:25:09 UTC,completed,mac,Chrome 76.0.3809.100,8dbe91f0-a88a-11e8-a4de-af37bc6e1a83,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),7,7,5,4,2,2,2,5,4,3,3,3,,,,Outils comptables,,,Facturation,,,,,Le compte rendu d'activités mensuelles et la recherche des infos sur votre site internet,
2019-08-25 15:31:09 UTC,2019-08-25 15:33:21 UTC,completed,ios,Safari 12.1,690914b0-a782-11e8-af40-007266fb816a,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,7,4,2,5,4,4,4,3,4,4,NA,,,,Outils comptables,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Le temps de connection entre mon iPhone et le lecteur !!,Rien
2019-08-25 18:25:03 UTC,2019-08-25 18:28:02 UTC,completed,android,Chrome 76.0.3809.111,d19918a0-a858-11e8-a95e-75fad27ed21e,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,8,8,4,3,4,4,5,3,4,3,3,2,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,,Outils comptables,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Rien a signaler,Non
2019-08-25 19:05:09 UTC,2019-08-25 19:09:58 UTC,completed,android,Chrome 76.0.3809.111,f214c75c-8082-11e9-bdef-96ca9105316f,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,8,8,4,3,5,5,4,5,4,5,5,4,,,Fonction de gestion de la fidélisation / CRM,,,,,,,,,"Conservation des données clients ( téléphone,mail)
Pour suivi client",T
2019-08-25 20:58:23 UTC,2019-08-25 21:01:11 UTC,completed,ios,Safari 12.1.1,777752c2-8077-11e9-bc39-10c3d3cd27fa,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,8,8,5,2,5,4,5,5,4,5,5,4,,,,Outils comptables,,,Facturation,,Lecteur de carte,,,Très bien jusqu’à présent,Jusqu’à présent rien
2019-08-25 21:18:04 UTC,2019-08-25 21:22:49 UTC,completed,ios,Safari 12.1.1,9fba8a6e-80b4-11e9-8260-49cdc086611f,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,9,8,5,3,4,4,5,5,4,5,4,5,Outils de gestion des stocks,,,,,,,Système de point de vente,,,,Non,Possibilité de faire une caution.
2019-08-26 03:22:45 UTC,2019-08-26 03:25:45 UTC,completed,android,Chrome 67.0.3396.87,64714270-a795-11e8-8acf-52ee503ef397,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Télévision,9,9,5,3,5,3,5,5,3,5,5,3,,,,Outils comptables,,,,,,,,Rien,Rien
2019-08-26 08:03:12 UTC,2019-08-26 08:07:15 UTC,completed,android,Chrome 76.0.3809.111,fac8f1b0-a6b3-11e8-8f2e-192966dd5d42,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Réseaux sociaux,9,8,5,4,5,5,5,5,3,5,4,4,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,,Outils comptables,,,Facturation,Système de point de vente,Lecteur de carte,,,Non ras,Non
2019-08-26 13:36:34 UTC,2019-08-26 13:38:48 UTC,completed,windows,Chrome 75.0.3770.100,9fc28190-a6eb-11e8-a31e-30a27deda37f,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Télévision,10,10,5,4,4,4,5,5,5,5,5,NA,Outils de gestion des stocks,,,,,,,,,,,RAS,RAS
2019-08-26 15:35:01 UTC,2019-08-26 15:37:55 UTC,completed,windows,Chrome 76.0.3809.100,32f3cd00-a94b-11e8-a775-f552f7e0fbb3,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),10,10,5,4,NA,NA,5,5,3,5,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Je suis totalement satisfaite de l'utilisation de ce type de paiement.,Aucune
2019-08-26 16:49:20 UTC,2019-08-26 16:52:12 UTC,completed,windows,Chrome 76.0.3809.100,4bb0f394-8051-11e9-83cb-9b4817ba766c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,10,10,5,3,5,5,5,5,5,5,5,5,,,,,,,,,,Aucune des réponses ci-dessus,,Tout va bien,je ne sais pas
2019-08-26 19:38:45 UTC,2019-08-26 19:42:54 UTC,completed,android,Chrome 76.0.3809.111,443a0110-a950-11e8-8ec7-07d1e92d118c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,9,5,3,NA,NA,4,4,NA,4,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,"La difficulté à enregistrer un nouveau produit, une fois que l'on rentre le titre, tarif, il n'y a pas de touche visible pour finaliser et enregistrer le nouveau produit.",Non
2019-08-27 08:06:08 UTC,2019-08-27 08:09:17 UTC,completed,mac,Safari 12.1.1,5568a6e0-a2f1-11e8-9891-d3da5d225ed6,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Réseaux sociaux,10,10,5,5,5,5,5,5,5,5,5,5,,,Fonction de gestion de la fidélisation / CRM,,,,,Système de point de vente,,,,nothing its great,nothing
2019-08-27 11:30:25 UTC,2019-08-27 11:39:47 UTC,completed,ios,Safari 12.1,2c861e16-7d3d-11e9-a1d1-511b994f44f7,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",10,10,5,4,4,4,5,5,5,5,5,5,,,,Outils comptables,,,,,,,,"J’aimerais avoir un état des comptes plus visible directement sur l’application c’est à dire les virements arrivent groupé très compliqué de savoir après vérification sur mon compte personnel de combien j’ai été viré après déduction sur une prestation  ex:
Prestation 80 - déduction virement tan !
Vous additionner plusieurs prestations de ce fait ces compliqués pour retrouver les virements prestation par prestation vu que les prestations sont regroupées par iZettle !
Voilà c’est tout ce que j’apporterais comme plus personnellement !",Espace des détailles des comptes avec déductions
2019-08-27 15:17:49 UTC,2019-08-27 16:15:04 UTC,completed,mac,Safari 12.1.1,b8d37aa0-aa46-11e8-b846-993750912481,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Réseaux sociaux,9,10,4,4,4,5,5,5,4,5,5,5,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,Lecteur de carte,,,Tout va bien ! ;),"Peut être la station de recharge du boîtier un peu moins cher.
mais à propos du service non tout va bien."
2019-08-27 15:34:48 UTC,2019-08-27 15:38:25 UTC,completed,ios,Safari 12.1.2,c1baa7a0-aa24-11e8-86ba-4f2210b4a999,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",10,10,5,4,5,5,5,5,5,5,NA,NA,,Outils de suivi et d'analyse des ventes,,Outils comptables,,,,,,,,Ne pas pouvoir prendre toutes les cartes bancaires,L’impr Compris dans le prix de la machine
2019-08-27 15:51:13 UTC,2019-08-27 15:57:07 UTC,completed,windows,Chrome 76.0.3809.100,f8f15530-aa19-11e8-a949-1c4ae63ef00d,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Télévision,10,10,5,3,4,5,5,4,4,4,4,4,,,,,,,,,Lecteur de carte,,,tout va bien,un reçu
2019-08-27 18:53:09 UTC,2019-08-27 19:00:48 UTC,completed,ios,Safari 9.0,ea19d700-a9ef-11e8-a0d4-832126b000f4,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Télévision,6,5,3,1,3,3,4,2,4,2,2,2,,,,,,,,,,Aucune des réponses ci-dessus,,Ca se déconnecte trop souvent,Pas assez fiable
2019-08-27 19:14:34 UTC,2019-08-27 19:17:55 UTC,completed,android,Chrome 67.0.3396.87,bbe6c634-825e-11e9-a919-b138583a0dbd,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),8,8,4,3,5,5,5,5,5,5,NA,3,,,,Outils comptables,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,Lecteur de carte,,,"Le boitier ne se connecte pas correctement avec le téléphone. Parfois, je dois rallumer mon téléphone et patienter 10min.. je dois refuser des paiements via izettle quand c'est le cas..",Non
2019-08-27 20:08:22 UTC,2019-08-27 20:12:16 UTC,completed,ios,Safari 12.1.2,f68116c0-a990-11e8-a26f-0f60416323df,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,J’avais des problèmes avec le terminale  sum up,8,10,4,5,5,NA,5,5,NA,5,NA,NA,Outils de gestion des stocks,,,,,,,,Lecteur de carte,,,"Bug de connexion le soir vers entre 17h30/19h
Lien de paiement ne fonctionne plus",Mise à jour des bug signale
2019-08-27 21:32:32 UTC,2019-08-27 21:35:47 UTC,completed,android,Chrome 76.0.3809.111,70880c26-820d-11e9-978c-efd1d1c39ffb,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,7,7,3,3,4,4,5,5,3,4,4,NA,,,,,,,,,Lecteur de carte,,,Parfois il existe des soucis de lenteurs lors des paiements,Ne plus passer forcément par l'application pour effectuer les paiements mais directement via le lecteur
2019-08-27 21:32:43 UTC,2019-08-27 21:37:13 UTC,completed,windows,Chrome 76.0.3809.100,aa06e850-81f9-11e9-98a0-6e28f3ef017d,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,9,10,4,5,NA,4,5,5,5,NA,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Comment visualiser le niveau de charge de la batterie ?,aucun
2019-08-28 05:48:29 UTC,2019-08-28 05:51:44 UTC,completed,android,Chrome 76.0.3809.89,559f5800-aa28-11e8-875e-40a4cc3d8f13,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Réseaux sociaux,10,10,5,5,NA,NA,NA,5,NA,5,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Ras.,rien
2019-08-28 06:29:30 UTC,2019-08-28 06:31:38 UTC,completed,linux,Firefox 68.0,411f5c50-81f4-11e9-ab65-2e3bf67e5c3f,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),8,8,4,3,5,5,5,5,4,4,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,ras,ras
2019-08-28 08:43:22 UTC,2019-08-28 08:45:50 UTC,completed,android,Chrome 75.0.3770.143,9ad2bc34-8234-11e9-8bc4-ed04da6a36b5,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,8,8,4,3,5,5,5,5,NA,NA,5,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Quelques soucis de connexion,Ras
2019-08-28 08:43:44 UTC,2019-08-28 08:46:52 UTC,completed,windows,Firefox 68.0,5e7399de-824d-11e9-8465-47fc8cd606b0,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,7,7,4,2,3,3,3,4,3,4,3,NA,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,,Outils comptables,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,Système de point de vente,,,,RAS,ras
